t 1 2 3 4 5 6 jL0100 jL0200 jL0300 jE0400 jE0504 jE0605 
0.0006726 -0.747093 0.112602 0.585097 0.585097 0.697699 -0.0493938 0.0210174 -0.0628244 0.0768327 0 0 0
0.0006729 -0.753365 0.131426 0.56182 0.56182 0.693246 -0.0601188 0.0207923 -0.062678 0.0783807 0 0 0
0.0006732 -0.759568 0.150202 0.538087 0.538087 0.68829 -0.0712782 0.0205654 -0.062509 0.0798653 0 0 0
0.0006735 -0.765703 0.168925 0.51392 0.51392 0.682844 -0.0828588 0.0203366 -0.0623176 0.0812852 0 0 0
0.0006738 -0.771769 0.187586 0.489336 0.489336 0.676922 -0.0948474 0.020106 -0.0621037 0.0826393 0 0 0
0.0006741 -0.777766 0.20618 0.464356 0.464356 0.670536 -0.10723 0.0198736 -0.0618674 0.0839265 0 0 0
0.0006744 -0.783693 0.2247 0.439 0.439 0.6637 -0.119993 0.0196393 -0.0616089 0.0851458 0 0 0
0.0006747 -0.789549 0.243139 0.413289 0.413289 0.656428 -0.133121 0.0194034 -0.0613282 0.0862961 0 0 0
0.000675 -0.795335 0.26149 0.387243 0.387243 0.648734 -0.146601 0.0191656 -0.0610255 0.0873766 0 0 0
0.0006753 -0.801048 0.279748 0.360884 0.360884 0.640632 -0.160416 0.0189262 -0.0607008 0.0883864 0 0 0
0.0006756 -0.80669 0.297904 0.334233 0.334233 0.632137 -0.174553 0.018685 -0.0603542 0.0893246 0 0 0
0.0006759 -0.812259 0.315954 0.307311 0.307311 0.623265 -0.188994 0.0184422 -0.0599859 0.0901905 0 0 0
0.0006762 -0.817755 0.333889 0.28014 0.28014 0.61403 -0.203725 0.0181977 -0.0595961 0.0909833 0 0 0
0.0006765 -0.823177 0.351705 0.252743 0.252743 0.604448 -0.218729 0.0179516 -0.0591847 0.0917026 0 0 0
0.0006768 -0.828525 0.369394 0.225141 0.225141 0.594535 -0.23399 0.0177038 -0.0587521 0.0923476 0 0 0
0.0006771 -0.833799 0.38695 0.197357 0.197357 0.584306 -0.249492 0.0174545 -0.0582983 0.0929178 0 0 0
0.0006774 -0.838997 0.404366 0.169413 0.169413 0.573779 -0.265218 0.0172035 -0.0578236 0.0934128 0 0 0
0.0006777 -0.84412 0.421638 0.141332 0.141332 0.562969 -0.281151 0.0169511 -0.057328 0.0938322 0 0 0
0.000678 -0.849167 0.438757 0.113136 0.113136 0.551893 -0.297274 0.0166971 -0.0568118 0.0941757 0 0 0
0.0006783 -0.854138 0.455719 0.084849 0.084849 0.540568 -0.31357 0.0164416 -0.0562752 0.0944429 0 0 0
0.0006786 -0.859032 0.472516 0.0564933 0.0564933 0.529009 -0.330023 0.0161846 -0.0557183 0.0946337 0 0 0
0.0006789 -0.863848 0.489144 0.0280918 0.0280918 0.517235 -0.346613 0.0159262 -0.0551414 0.0947478 0 0 0
0.0006792 -0.868587 0.505595 -0.00033241 -0.00033241 0.505262 -0.363325 0.0156664 -0.0545446 0.0947853 0 0 0
0.0006795 -0.873248 0.521864 -0.0287563 -0.0287563 0.493108 -0.38014 0.0154051 -0.0539282 0.094746 0 0 0
0.0006798 -0.87783 0.537946 -0.057157 -0.057157 0.480789 -0.397041 0.0151424 -0.0532923 0.09463 0 0 0
0.0006801 -0.882333 0.553834 -0.0855114 -0.0855114 0.468323 -0.41401 0.0148784 -0.0526373 0.0944374 0 0 0
0.0006804 -0.886756 0.569523 -0.113797 -0.113797 0.455726 -0.43103 0.0146131 -0.0519634 0.0941684 0 0 0
0.0006807 -0.8911 0.585006 -0.14199 -0.14199 0.443017 -0.448083 0.0143464 -0.0512707 0.0938232 0 0 0
0.000681 -0.895364 0.600279 -0.170068 -0.170068 0.430212 -0.465152 0.0140784 -0.0505596 0.0934019 0 0 0
0.0006813 -0.899547 0.615337 -0.198008 -0.198008 0.417329 -0.482218 0.0138092 -0.0498303 0.0929051 0 0 0
0.0006816 -0.903649 0.630172 -0.225788 -0.225788 0.404384 -0.499265 0.0135387 -0.049083 0.0923331 0 0 0
0.0006819 -0.90767 0.644781 -0.253385 -0.253385 0.391396 -0.516274 0.013267 -0.0483181 0.0916863 0 0 0
0.0006822 -0.911609 0.659158 -0.280777 -0.280777 0.37838 -0.533229 0.0129941 -0.0475359 0.0909653 0 0 0
0.0006825 -0.915466 0.673297 -0.307942 -0.307942 0.365355 -0.550111 0.0127201 -0.0467364 0.0901707 0 0 0
0.0006828 -0.919241 0.687195 -0.334858 -0.334858 0.352337 -0.566904 0.0124449 -0.0459202 0.0893031 0 0 0
0.0006831 -0.922933 0.700845 -0.361502 -0.361502 0.339342 -0.58359 0.0121686 -0.0450875 0.0883632 0 0 0
0.0006834 -0.926541 0.714242 -0.387854 -0.387854 0.326388 -0.600153 0.0118911 -0.0442385 0.0873517 0 0 0
0.0006837 -0.930067 0.727383 -0.413892 -0.413892 0.313491 -0.616576 0.0116127 -0.0433736 0.0862696 0 0 0
0.000684 -0.933509 0.740262 -0.439595 -0.439595 0.300667 -0.632842 0.0113331 -0.0424931 0.0851176 0 0 0
0.0006843 -0.936866 0.752874 -0.464942 -0.464942 0.287932 -0.648934 0.0110526 -0.0415973 0.0838967 0 0 0
0.0006846 -0.94014 0.765215 -0.489912 -0.489912 0.275303 -0.664837 0.010771 -0.0406865 0.0826079 0 0 0
0.0006849 -0.943329 0.777281 -0.514486 -0.514486 0.262795 -0.680534 0.0104885 -0.0397611 0.0812522 0 0 0
0.0006852 -0.946433 0.789068 -0.538644 -0.538644 0.250424 -0.696009 0.0102051 -0.0388214 0.0798308 0 0 0
0.0006855 -0.949452 0.80057 -0.562365 -0.562365 0.238205 -0.711247 0.00992069 -0.0378677 0.0783447 0 0 0
0.0006858 -0.952385 0.811784 -0.585632 -0.585632 0.226153 -0.726232 0.00963542 -0.0369003 0.0767952 0 0 0
0.0006861 -0.955233 0.822706 -0.608424 -0.608424 0.214283 -0.74095 0.00934928 -0.0359197 0.0751835 0 0 0
0.0006864 -0.957994 0.833332 -0.630723 -0.630723 0.202609 -0.755385 0.00906231 -0.0349262 0.073511 0 0 0
0.0006867 -0.96067 0.843658 -0.652512 -0.652512 0.191146 -0.769524 0.00877451 -0.0339201 0.071779 0 0 0
0.000687 -0.963259 0.85368 -0.673773 -0.673773 0.179908 -0.783351 0.00848593 -0.0329018 0.0699889 0 0 0
0.0006873 -0.965761 0.863396 -0.694488 -0.694488 0.168907 -0.796854 0.00819658 -0.0318716 0.0681421 0 0 0
0.0006876 -0.968176 0.8728 -0.714641 -0.714641 0.158159 -0.810018 0.0079065 -0.03083 0.0662401 0 0 0
0.0006879 -0.970505 0.88189 -0.734216 -0.734216 0.147674 -0.822831 0.0076157 -0.0297773 0.0642845 0 0 0
0.0006882 -0.972746 0.890663 -0.753196 -0.753196 0.137467 -0.835279 0.00732422 -0.0287139 0.0622769 0 0 0
0.0006885 -0.974899 0.899115 -0.771567 -0.771567 0.127549 -0.84735 0.00703208 -0.0276401 0.0602189 0 0 0
0.0006888 -0.976965 0.907244 -0.789313 -0.789313 0.117931 -0.859033 0.00673931 -0.0265564 0.0581121 0 0 0
0.0006891 -0.978942 0.915046 -0.80642 -0.80642 0.108626 -0.870316 0.00644593 -0.0254631 0.0559583 0 0 0
0.0006894 -0.980832 0.922519 -0.822874 -0.822874 0.0996452 -0.881187 0.00615197 -0.0243606 0.0537592 0 0 0
0.0006897 -0.982633 0.92966 -0.838662 -0.838662 0.090998 -0.891635 0.00585746 -0.0232494 0.0515166 0 0 0
0.00069 -0.984346 0.936466 -0.853771 -0.853771 0.0826951 -0.901651 0.00556242 -0.0221299 0.0492323 0 0 0
0.0006903 -0.985971 0.942935 -0.868189 -0.868189 0.0747463 -0.911224 0.00526688 -0.0210023 0.0469081 0 0 0
0.0006906 -0.987506 0.949065 -0.881904 -0.881904 0.067161 -0.920345 0.00497086 -0.0198672 0.0445459 0 0 0
0.0006909 -0.988953 0.954854 -0.894906 -0.894906 0.059948 -0.929005 0.0046744 -0.018725 0.0421477 0 0 0
0.0006912 -0.990311 0.960298 -0.907182 -0.907182 0.0531158 -0.937195 0.00437752 -0.017576 0.0397154 0 0 0
0.0006915 -0.991579 0.965397 -0.918725 -0.918725 0.0466723 -0.944907 0.00408024 -0.0164207 0.0372509 0 0 0
0.0006918 -0.992759 0.970149 -0.929524 -0.929524 0.0406252 -0.952134 0.00378259 -0.0152594 0.0347563 0 0 0
0.0006921 -0.993849 0.974551 -0.93957 -0.93957 0.0349813 -0.958868 0.00348461 -0.0140927 0.0322335 0 0 0
0.0006924 -0.99485 0.978603 -0.948856 -0.948856 0.0297473 -0.965102 0.00318631 -0.0129209 0.0296846 0 0 0
0.0006927 -0.995761 0.982302 -0.957373 -0.957373 0.0249291 -0.970831 0.00288773 -0.0117445 0.0271117 0 0 0
0.000693 -0.996582 0.985648 -0.965116 -0.965116 0.0205325 -0.97605 0.00258888 -0.0105638 0.0245169 0 0 0
0.0006933 -0.997314 0.988639 -0.972077 -0.972077 0.0165624 -0.980752 0.0022898 -0.00937937 0.0219022 0 0 0
0.0006936 -0.997956 0.991275 -0.978251 -0.978251 0.0130233 -0.984933 0.00199052 -0.00819153 0.0192698 0 0 0
0.0006939 -0.998508 0.993553 -0.983634 -0.983634 0.00991947 -0.988589 0.00169106 -0.00700074 0.0166218 0 0 0
0.0006942 -0.99897 0.995474 -0.98822 -0.98822 0.00725427 -0.991716 0.00139144 -0.00580743 0.0139603 0 0 0
0.0006945 -0.999343 0.997037 -0.992006 -0.992006 0.00503076 -0.994312 0.0010917 -0.00461203 0.0112875 0 0 0
0.0006948 -0.999625 0.998241 -0.99499 -0.99499 0.00325146 -0.996374 0.000791864 -0.00341497 0.00860564 0 0 0
0.0006951 -0.999818 0.999086 -0.997167 -0.997167 0.00191835 -0.9979 0.000491955 -0.00221669 0.00591677 0 0 0
0.0006954 -0.999921 0.999571 -0.998538 -0.998538 0.00103287 -0.998888 0.000192 -0.0010176 0.00322311 0 0 0
0.0006957 -0.999933 0.999696 -0.9991 -0.9991 0.000595977 -0.999337 -0.000107971 0.000181853 0.000526843 0 0 0
0.000696 -0.999856 0.999462 -0.998853 -0.998853 0.000608066 -0.999248 -0.000407933 0.00138124 -0.00216985 0 0 0
0.0006963 -0.999688 0.998867 -0.997798 -0.997798 0.00106903 -0.998619 -0.000707857 0.00258013 -0.00486478 0 0 0
0.0006966 -0.999431 0.997914 -0.995935 -0.995935 0.00197822 -0.997453 -0.00100772 0.00377809 -0.00755578 0 0 0
0.0006969 -0.999084 0.996601 -0.993266 -0.993266 0.00333447 -0.995749 -0.00130749 0.00497469 -0.0102407 0 0 0
0.0006972 -0.998647 0.994929 -0.989793 -0.989793 0.00513611 -0.993511 -0.00160714 0.0061695 -0.0129172 0 0 0
0.0006975 -0.99812 0.9929 -0.985519 -0.985519 0.00738091 -0.990739 -0.00190665 0.00736209 -0.0155834 0 0 0
0.0006978 -0.997503 0.990513 -0.980447 -0.980447 0.0100661 -0.987437 -0.00220599 0.00855203 -0.0182369 0 0 0
0.0006981 -0.996796 0.987769 -0.974581 -0.974581 0.0131886 -0.983608 -0.00250512 0.00973889 -0.0208756 0 0 0
0.0006984 -0.996 0.98467 -0.967926 -0.967926 0.0167444 -0.979255 -0.00280404 0.0109223 -0.0234975 0 0 0
0.0006987 -0.995114 0.981217 -0.960488 -0.960488 0.0207294 -0.974384 -0.0031027 0.0121017 -0.0261003 0 0 0
0.000699 -0.994138 0.977411 -0.952272 -0.952272 0.0251388 -0.968999 -0.00340108 0.0132767 -0.028682 0 0 0
0.0006993 -0.993073 0.973252 -0.943285 -0.943285 0.0299673 -0.963106 -0.00369915 0.014447 -0.0312405 0 0 0
0.0006996 -0.991919 0.968744 -0.933535 -0.933535 0.0352091 -0.95671 -0.0039969 0.0156121 -0.0337737 0 0 0
0.0006999 -0.990675 0.963887 -0.923029 -0.923029 0.040858 -0.949817 -0.00429428 0.0167716 -0.0362795 0 0 0
0.0007002 -0.989342 0.958683 -0.911776 -0.911776 0.0469071 -0.942435 -0.00459127 0.017925 -0.038756 0 0 0
0.0007005 -0.987921 0.953134 -0.899784 -0.899784 0.0533493 -0.934571 -0.00488786 0.019072 -0.0412011 0 0 0
0.0007008 -0.98641 0.947242 -0.887065 -0.887065 0.0601769 -0.926233 -0.005184 0.0202122 -0.0436129 0 0 0
0.0007011 -0.98481 0.941009 -0.873627 -0.873627 0.0673816 -0.917429 -0.00547968 0.021345 -0.0459893 0 0 0
0.0007014 -0.983122 0.934437 -0.859482 -0.859482 0.0749548 -0.908167 -0.00577486 0.0224702 -0.0483285 0 0 0
0.0007017 -0.981345 0.927529 -0.844641 -0.844641 0.0828875 -0.898458 -0.00606952 0.0235872 -0.0506286 0 0 0
0.000702 -0.979481 0.920287 -0.829117 -0.829117 0.0911701 -0.88831 -0.00636364 0.0246958 -0.0528877 0 0 0
0.0007023 -0.977527 0.912714 -0.812921 -0.812921 0.0997927 -0.877735 -0.00665718 0.0257955 -0.055104 0 0 0
0.0007026 -0.975486 0.904812 -0.796068 -0.796068 0.108745 -0.866742 -0.00695013 0.0268859 -0.0572757 0 0 0
0.0007029 -0.973358 0.896585 -0.778569 -0.778569 0.118016 -0.855342 -0.00724245 0.0279667 -0.059401 0 0 0
0.0007032 -0.971141 0.888035 -0.760441 -0.760441 0.127594 -0.843547 -0.00753412 0.0290374 -0.0614783 0 0 0
0.0007035 -0.968837 0.879166 -0.741697 -0.741697 0.137469 -0.831369 -0.00782511 0.0300976 -0.0635057 0 0 0
0.0007038 -0.966446 0.86998 -0.722353 -0.722353 0.147627 -0.818819 -0.00811539 0.031147 -0.0654818 0 0 0
0.0007041 -0.963968 0.860481 -0.702424 -0.702424 0.158057 -0.805911 -0.00840495 0.0321852 -0.0674048 0 0 0
0.0007044 -0.961404 0.850672 -0.681926 -0.681926 0.168746 -0.792657 -0.00869375 0.0332118 -0.0692733 0 0 0
0.0007047 -0.958752 0.840557 -0.660876 -0.660876 0.179681 -0.779071 -0.00898177 0.0342264 -0.0710857 0 0 0
0.000705 -0.956015 0.83014 -0.639292 -0.639292 0.190848 -0.765166 -0.00926898 0.0352287 -0.0728406 0 0 0
0.0007053 -0.953191 0.819424 -0.617189 -0.617189 0.202234 -0.750957 -0.00955535 0.0362184 -0.0745365 0 0 0
0.0007056 -0.950282 0.808413 -0.594588 -0.594588 0.213825 -0.736457 -0.00984086 0.037195 -0.076172 0 0 0
0.0007059 -0.947287 0.797111 -0.571505 -0.571505 0.225606 -0.72168 -0.0101255 0.0381582 -0.0777459 0 0 0
0.0007062 -0.944207 0.785522 -0.547959 -0.547959 0.237563 -0.706643 -0.0104092 0.0391077 -0.0792569 0 0 0
0.0007065 -0.941042 0.77365 -0.523969 -0.523969 0.249681 -0.691361 -0.010692 0.0400431 -0.0807037 0 0 0
0.0007068 -0.937792 0.7615 -0.499556 -0.499556 0.261944 -0.675847 -0.0109738 0.0409641 -0.0820851 0 0 0
0.0007071 -0.934458 0.749076 -0.474738 -0.474738 0.274338 -0.660119 -0.0112546 0.0418704 -0.0834002 0 0 0
0.0007074 -0.931039 0.736383 -0.449536 -0.449536 0.286847 -0.644193 -0.0115345 0.0427616 -0.0846477 0 0 0
0.0007077 -0.927537 0.723424 -0.42397 -0.42397 0.299454 -0.628083 -0.0118132 0.0436374 -0.0858266 0 0 0
0.000708 -0.923952 0.710205 -0.398061 -0.398061 0.312144 -0.611808 -0.012091 0.0444975 -0.0869362 0 0 0
0.0007083 -0.920283 0.69673 -0.371829 -0.371829 0.324901 -0.595382 -0.0123676 0.0453416 -0.0879753 0 0 0
0.0007086 -0.916531 0.683005 -0.345297 -0.345297 0.337708 -0.578823 -0.0126431 0.0461693 -0.0889432 0 0 0
0.0007089 -0.912697 0.669034 -0.318485 -0.318485 0.350549 -0.562149 -0.0129175 0.0469805 -0.0898391 0 0 0
0.0007092 -0.908781 0.654821 -0.291415 -0.291415 0.363406 -0.545375 -0.0131907 0.0477747 -0.0906623 0 0 0
0.0007095 -0.904783 0.640374 -0.264109 -0.264109 0.376264 -0.528519 -0.0134627 0.0485518 -0.0914121 0 0 0
0.0007098 -0.900704 0.625696 -0.23659 -0.23659 0.389106 -0.511598 -0.0137335 0.0493114 -0.0920879 0 0 0
0.0007101 -0.896544 0.610792 -0.208879 -0.208879 0.401913 -0.49463 -0.0140031 0.0500532 -0.0926891 0 0 0
0.0007104 -0.892303 0.595669 -0.180999 -0.180999 0.41467 -0.477632 -0.0142714 0.050777 -0.0932153 0 0 0
0.0007107 -0.887981 0.580332 -0.152972 -0.152972 0.427359 -0.460622 -0.0145385 0.0514825 -0.0936661 0 0 0
0.000711 -0.88358 0.564785 -0.124822 -0.124822 0.439963 -0.443617 -0.0148042 0.0521695 -0.094041 0 0 0
0.0007113 -0.879099 0.549035 -0.0965704 -0.0965704 0.452465 -0.426634 -0.0150686 0.0528378 -0.0943398 0 0 0
0.0007116 -0.874539 0.533088 -0.0682408 -0.0682408 0.464847 -0.409692 -0.0153316 0.053487 -0.0945622 0 0 0
0.0007119 -0.8699 0.516949 -0.039856 -0.039856 0.477093 -0.392808 -0.0155933 0.0541169 -0.0947081 0 0 0
0.0007122 -0.865184 0.500624 -0.0114389 -0.0114389 0.489185 -0.375999 -0.0158536 0.0547274 -0.0947774 0 0 0
0.0007125 -0.860389 0.484118 0.0169874 0.0169874 0.501106 -0.359283 -0.0161124 0.0553182 -0.0947698 0 0 0
0.0007128 -0.855517 0.467439 0.0454 0.0454 0.512839 -0.342678 -0.0163698 0.0558891 -0.0946856 0 0 0
0.0007131 -0.850567 0.450591 0.0737758 0.0737758 0.524367 -0.326201 -0.0166257 0.0564399 -0.0945248 0 0 0
0.0007134 -0.845542 0.433581 0.102092 0.102092 0.535673 -0.309869 -0.0168801 0.0569703 -0.0942874 0 0 0
0.0007137 -0.84044 0.416415 0.130325 0.130325 0.54674 -0.2937 -0.017133 0.0574803 -0.0939737 0 0 0
0.000714 -0.835262 0.399099 0.158453 0.158453 0.557552 -0.27771 -0.0173843 0.0579695 -0.0935839 0 0 0
0.0007143 -0.83001 0.381639 0.186453 0.186453 0.568092 -0.261917 -0.0176341 0.0584379 -0.0931183 0 0 0
0.0007146 -0.824682 0.364042 0.214301 0.214301 0.578344 -0.246338 -0.0178823 0.0588853 -0.0925774 0 0 0
0.0007149 -0.819281 0.346315 0.241977 0.241977 0.588291 -0.230989 -0.0181289 0.0593115 -0.0919615 0 0 0
0.0007152 -0.813805 0.328462 0.269456 0.269456 0.597918 -0.215887 -0.0183739 0.0597163 -0.0912712 0 0 0
0.0007155 -0.808257 0.310491 0.296717 0.296717 0.607208 -0.201049 -0.0186172 0.0600996 -0.090507 0 0 0
0.0007158 -0.802636 0.292409 0.323738 0.323738 0.616147 -0.186489 -0.0188588 0.0604613 -0.0896696 0 0 0
0.0007161 -0.796942 0.274221 0.350497 0.350497 0.624718 -0.172224 -0.0190987 0.0608013 -0.0887595 0 0 0
0.0007164 -0.791177 0.255934 0.376972 0.376972 0.632907 -0.15827 -0.0193369 0.0611193 -0.0877776 0 0 0
0.0007167 -0.78534 0.237556 0.403142 0.403142 0.640698 -0.144642 -0.0195734 0.0614154 -0.0867247 0 0 0
0.000717 -0.779433 0.219092 0.428986 0.428986 0.648078 -0.131356 -0.0198081 0.0616894 -0.0856015 0 0 0
0.0007173 -0.773456 0.200549 0.454482 0.454482 0.655031 -0.118425 -0.020041 0.0619411 -0.084409 0 0 0
0.0007176 -0.767409 0.181934 0.479611 0.479611 0.661544 -0.105865 -0.0202722 0.0621706 -0.0831483 0 0 0
0.0007179 -0.761293 0.163253 0.504351 0.504351 0.667604 -0.0936894 -0.0205015 0.0623777 -0.0818202 0 0 0
0.0007182 -0.755109 0.144514 0.528683 0.528683 0.673197 -0.0819124 -0.0207289 0.0625623 -0.0804258 0 0 0
0.0007185 -0.748857 0.125723 0.552587 0.552587 0.678309 -0.0705474 -0.0209545 0.0627245 -0.0789664 0 0 0
0.0007188 -0.742537 0.106886 0.576043 0.576043 0.682929 -0.0596076 -0.0211782 0.062864 -0.0774431 0 0 0
0.0007191 -0.73615 0.0880109 0.599033 0.599033 0.687044 -0.0491058 -0.0214 0.0629809 -0.075857 0 0 0
0.0007194 -0.729697 0.0691042 0.621539 0.621539 0.690643 -0.0390544 -0.0216199 0.0630752 -0.0742096 0 0 0
0.0007197 -0.723179 0.0501726 0.643541 0.643541 0.693714 -0.0294652 -0.0218378 0.0631467 -0.072502 0 0 0
0.00072 -0.716595 0.031223 0.665022 0.665022 0.696245 -0.0203501 -0.0220538 0.0631956 -0.0707358 0 0 0
0.0007203 -0.709947 0.0122621 0.685965 0.685965 0.698227 -0.01172 -0.0222678 0.0632217 -0.0689123 0 0 0
0.0007206 -0.703235 -0.00670319 0.706353 0.706353 0.699649 -0.00358574 -0.0224797 0.063225 -0.0670331 0 0 0
0.0007209 -0.69646 -0.0256661 0.726168 0.726168 0.700502 0.00404241 -0.0226897 0.0632056 -0.0650996 0 0 0
0.0007212 -0.689622 -0.0446197 0.745396 0.745396 0.700777 0.0111546 -0.0228976 0.0631634 -0.0631133 0 0 0
0.0007215 -0.682722 -0.0635573 0.764021 0.764021 0.700464 0.0177416 -0.0231034 0.0630985 -0.061076 0 0 0
0.0007218 -0.675761 -0.082472 0.782027 0.782027 0.699555 0.0237943 -0.0233072 0.0630109 -0.0589893 0 0 0
0.0007221 -0.668738 -0.101357 0.7994 0.7994 0.698043 0.0293045 -0.0235089 0.0629006 -0.0568548 0 0 0
0.0007224 -0.661656 -0.120206 0.816126 0.816126 0.69592 0.0342642 -0.0237084 0.0627677 -0.0546742 0 0 0
0.0007227 -0.654514 -0.139011 0.832191 0.832191 0.69318 0.0386661 -0.0239058 0.0626122 -0.0524495 0 0 0
0.000723 -0.647313 -0.157766 0.847582 0.847582 0.689816 0.0425033 -0.0241011 0.0624341 -0.0501822 0 0 0
0.0007233 -0.640054 -0.176465 0.862288 0.862288 0.685823 0.0457693 -0.0242942 0.0622336 -0.0478744 0 0 0
0.0007236 -0.632737 -0.1951 0.876295 0.876295 0.681196 0.0484584 -0.0244851 0.0620107 -0.0455277 0 0 0
0.0007239 -0.625363 -0.213664 0.889593 0.889593 0.675929 0.0505653 -0.0246738 0.0617654 -0.0431443 0 0 0
0.0007242 -0.617934 -0.232152 0.902171 0.902171 0.670019 0.0520853 -0.0248603 0.061498 -0.0407259 0 0 0
0.0007245 -0.610448 -0.250556 0.914018 0.914018 0.663462 0.0530141 -0.0250446 0.0612084 -0.0382745 0 0 0
0.0007248 -0.602907 -0.26887 0.925126 0.925126 0.656256 0.0533481 -0.0252266 0.0608967 -0.0357921 0 0 0
0.0007251 -0.595313 -0.287088 0.935485 0.935485 0.648397 0.0530842 -0.0254063 0.0605632 -0.0332808 0 0 0
0.0007254 -0.587664 -0.305202 0.945086 0.945086 0.639884 0.0522199 -0.0255838 0.0602078 -0.0307426 0 0 0
0.0007257 -0.579963 -0.323206 0.953922 0.953922 0.630716 0.0507533 -0.0257589 0.0598308 -0.0281794 0 0 0
0.000726 -0.57221 -0.341094 0.961987 0.961987 0.620893 0.0486831 -0.0259317 0.0594323 -0.0255935 0 0 0
0.0007263 -0.564405 -0.358859 0.969272 0.969272 0.610413 0.0460083 -0.0261022 0.0590123 -0.0229868 0 0 0
0.0007266 -0.556549 -0.376495 0.975773 0.975773 0.599278 0.0427288 -0.0262703 0.0585712 -0.0203615 0 0 0
0.0007269 -0.548643 -0.393995 0.981484 0.981484 0.587488 0.0388451 -0.0264361 0.0581089 -0.0177197 0 0 0
0.0007272 -0.540688 -0.411354 0.9864 0.9864 0.575046 0.034358 -0.0265995 0.0576257 -0.0150636 0 0 0
0.0007275 -0.532684 -0.428564 0.990518 0.990518 0.561953 0.0292691 -0.0267605 0.0571218 -0.0123953 0 0 0
0.0007278 -0.524633 -0.445621 0.993834 0.993834 0.548213 0.0235805 -0.0269191 0.0565974 -0.00971699 0 0 0
0.0007281 -0.516534 -0.462517 0.996345 0.996345 0.533829 0.017295 -0.0270753 0.0560525 -0.00703079 0 0 0
0.0007284 -0.508388 -0.479246 0.99805 0.99805 0.518804 0.0104159 -0.027229 0.0554875 -0.0043389 0 0 0
0.0007287 -0.500197 -0.495803 0.998947 0.998947 0.503144 0.00294716 -0.0273803 0.0549025 -0.0016435 0 0 0
0.000729 -0.491961 -0.512182 0.999036 0.999036 0.486854 -0.00510681 -0.0275291 0.0542978 0.00105324 0 0 0
0.0007293 -0.48368 -0.528376 0.998315 0.998315 0.469939 -0.0137409 -0.0276755 0.0536735 0.00374911 0 0 0
0.0007296 -0.475356 -0.54438 0.996787 0.996787 0.452407 -0.0229495 -0.0278193 0.0530299 0.00644196 0 0 0
0.0007299 -0.466989 -0.560188 0.994451 0.994451 0.434263 -0.0327262 -0.0279607 0.0523672 0.00912958 0 0 0
0.0007302 -0.45858 -0.575795 0.991311 0.991311 0.415516 -0.0430643 -0.0280995 0.0516857 0.0118098 0 0 0
0.0007305 -0.45013 -0.591194 0.987368 0.987368 0.396174 -0.0539564 -0.0282358 0.0509856 0.0144805 0 0 0
0.0007308 -0.44164 -0.606381 0.982626 0.982626 0.376245 -0.0653945 -0.0283696 0.0502671 0.0171394 0 0 0
0.0007311 -0.433109 -0.621349 0.977088 0.977088 0.355739 -0.0773701 -0.0285008 0.0495305 0.0197845 0 0 0
0.0007314 -0.42454 -0.636094 0.97076 0.97076 0.334666 -0.089874 -0.0286294 0.0487761 0.0224136 0 0 0
0.0007317 -0.415933 -0.650609 0.963645 0.963645 0.313036 -0.102897 -0.0287555 0.0480042 0.0250245 0 0 0
0.000732 -0.407288 -0.664891 0.955751 0.955751 0.29086 -0.116428 -0.028879 0.0472149 0.0276151 0 0 0
0.0007323 -0.398606 -0.678933 0.947082 0.947082 0.268149 -0.130457 -0.0289998 0.0464087 0.0301834 0 0 0
0.0007326 -0.389888 -0.692731 0.937648 0.937648 0.244917 -0.144972 -0.0291181 0.0455858 0.0327273 0 0 0
0.0007329 -0.381136 -0.70628 0.927454 0.927454 0.221174 -0.159962 -0.0292338 0.0447465 0.0352447 0 0 0
0.0007332 -0.372349 -0.719574 0.916509 0.916509 0.196935 -0.175414 -0.0293468 0.043891 0.0377335 0 0 0
0.0007335 -0.363529 -0.732609 0.904822 0.904822 0.172213 -0.191316 -0.0294572 0.0430198 0.0401918 0 0 0
0.0007338 -0.354675 -0.745381 0.892403 0.892403 0.147022 -0.207653 -0.0295649 0.0421331 0.0426176 0 0 0
0.0007341 -0.34579 -0.757885 0.879262 0.879262 0.121377 -0.224413 -0.02967 0.0412312 0.0450088 0 0 0
0.0007344 -0.336874 -0.770115 0.865409 0.865409 0.0952934 -0.241581 -0.0297724 0.0403145 0.0473637 0 0 0
0.0007347 -0.327928 -0.782069 0.850855 0.850855 0.068786 -0.259142 -0.0298721 0.0393833 0.0496801 0 0 0
0.000735 -0.318952 -0.793741 0.835612 0.835612 0.0418714 -0.27708 -0.0299691 0.0384379 0.0519564 0 0 0
0.0007353 -0.309947 -0.805127 0.819693 0.819693 0.014566 -0.295381 -0.0300634 0.0374786 0.0541906 0 0 0
0.0007356 -0.300915 -0.816224 0.803111 0.803111 -0.0131131 -0.314028 -0.0301551 0.0365059 0.0563809 0 0 0
0.0007359 -0.291855 -0.827027 0.785878 0.785878 -0.0411487 -0.333004 -0.030244 0.03552 0.0585256 0 0 0
0.0007362 -0.282769 -0.837532 0.76801 0.76801 -0.0695227 -0.352292 -0.0303302 0.0345214 0.0606229 0 0 0
