t 1 2 3 4 5 6 jL0100 jL0200 jL0300 jE0400 jE0504 jE0605 
0.002082 -0.98993 0.956394 -0.889221 -0.889221 0.0671737 -0.922756 0.00446072 -0.0183751 0.0430591 0 0 0
0.0020823 -0.991224 0.961734 -0.901773 -0.901773 0.0599607 -0.931263 0.00416355 -0.0172244 0.0406417 0 0 0
0.0020826 -0.992428 0.966727 -0.913595 -0.913595 0.0531315 -0.939296 0.00386601 -0.0160674 0.0381915 0 0 0
0.0020829 -0.993543 0.971372 -0.924678 -0.924678 0.046694 -0.946849 0.00356812 -0.0149046 0.0357103 0 0 0
0.0020832 -0.994569 0.975668 -0.935013 -0.935013 0.0406554 -0.953913 0.00326991 -0.0137365 0.0332002 0 0 0
0.0020835 -0.995505 0.979613 -0.94459 -0.94459 0.0350226 -0.960482 0.00297141 -0.0125634 0.0306633 0 0 0
0.0020838 -0.996352 0.983205 -0.953403 -0.953403 0.0298019 -0.96655 0.00267264 -0.0113859 0.0281015 0 0 0
0.0020841 -0.997108 0.986443 -0.961444 -0.961444 0.0249991 -0.972109 0.00237362 -0.0102042 0.025517 0 0 0
0.0020844 -0.997776 0.989326 -0.968707 -0.968707 0.0206196 -0.977156 0.0020744 -0.00901883 0.0229118 0 0 0
0.0020847 -0.998353 0.991853 -0.975185 -0.975185 0.0166682 -0.981685 0.00177499 -0.00783022 0.0202881 0 0 0
0.002085 -0.998841 0.994023 -0.980874 -0.980874 0.0131492 -0.985691 0.00147541 -0.00663881 0.0176479 0 0 0
0.0020853 -0.999238 0.995836 -0.985769 -0.985769 0.0100665 -0.989172 0.00117571 -0.005445 0.0149935 0 0 0
0.0020856 -0.999546 0.99729 -0.989866 -0.989866 0.00742343 -0.992123 0.000875898 -0.00424923 0.0123269 0 0 0
0.0020859 -0.999764 0.998385 -0.993162 -0.993162 0.00522271 -0.994541 0.000576008 -0.00305193 0.00965035 0 0 0
0.0020862 -0.999892 0.99912 -0.995654 -0.995654 0.00346665 -0.996425 0.000276067 -0.00185354 0.00696599 0 0 0
0.0020865 -0.999929 0.999497 -0.99734 -0.99734 0.00215699 -0.997772 -2.38998e-05 -0.000654475 0.00427599 0 0 0
0.0020868 -0.999877 0.999513 -0.998218 -0.998218 0.00129497 -0.998582 -0.000323864 0.000544823 0.00158253 0 0 0
0.0020871 -0.999735 0.99917 -0.998288 -0.998288 0.000881285 -0.998854 -0.000623799 0.00174392 -0.00111221 0 0 0
0.0020874 -0.999503 0.998467 -0.997551 -0.997551 0.000916119 -0.998587 -0.000923678 0.0029424 -0.00380604 0 0 0
0.0020877 -0.999181 0.997404 -0.996005 -0.996005 0.00139913 -0.997782 -0.00122347 0.00413981 -0.0064968 0 0 0
0.002088 -0.998769 0.995983 -0.993654 -0.993654 0.00232944 -0.996439 -0.00152316 0.00533574 -0.00918229 0 0 0
0.0020883 -0.998267 0.994204 -0.990498 -0.990498 0.00370567 -0.994561 -0.00182271 0.00652974 -0.0118604 0 0 0
0.0020886 -0.997675 0.992066 -0.98654 -0.98654 0.00552589 -0.992149 -0.00212209 0.0077214 -0.0145288 0 0 0
0.0020889 -0.996994 0.989571 -0.981784 -0.981784 0.00778768 -0.989206 -0.00242129 0.00891027 -0.0171855 0 0 0
0.0020892 -0.996223 0.986721 -0.976233 -0.976233 0.0104881 -0.985735 -0.00272026 0.0100959 -0.0198283 0 0 0
0.0020895 -0.995362 0.983515 -0.969891 -0.969891 0.0136236 -0.981738 -0.00301899 0.011278 -0.022455 0 0 0
0.0020898 -0.994411 0.979955 -0.962765 -0.962765 0.0171903 -0.977221 -0.00331745 0.012456 -0.0250636 0 0 0
0.0020901 -0.993371 0.976043 -0.954859 -0.954859 0.0211837 -0.972188 -0.00361561 0.0136294 -0.0276518 0 0 0
0.0020904 -0.992242 0.971779 -0.94618 -0.94618 0.0255988 -0.966643 -0.00391345 0.014798 -0.0302177 0 0 0
0.0020907 -0.991023 0.967165 -0.936735 -0.936735 0.03043 -0.960593 -0.00421093 0.0159613 -0.0327591 0 0 0
0.002091 -0.989716 0.962204 -0.926532 -0.926532 0.0356715 -0.954044 -0.00450804 0.0171188 -0.035274 0 0 0
0.0020913 -0.988319 0.956896 -0.915579 -0.915579 0.0413167 -0.947002 -0.00480473 0.0182702 -0.0377604 0 0 0
0.0020916 -0.986833 0.951244 -0.903885 -0.903885 0.0473587 -0.939474 -0.005101 0.0194149 -0.0402162 0 0 0
0.0020919 -0.985258 0.945249 -0.891459 -0.891459 0.05379 -0.931468 -0.00539681 0.0205527 -0.0426394 0 0 0
0.0020922 -0.983595 0.938914 -0.878311 -0.878311 0.0606028 -0.922992 -0.00569213 0.0216831 -0.0450281 0 0 0
0.0020925 -0.981843 0.932241 -0.864453 -0.864453 0.0677886 -0.914054 -0.00598694 0.0228057 -0.0473803 0 0 0
0.0020928 -0.980003 0.925233 -0.849894 -0.849894 0.0753387 -0.904664 -0.00628121 0.0239201 -0.0496942 0 0 0
0.0020931 -0.978075 0.917892 -0.834648 -0.834648 0.0832438 -0.894831 -0.00657491 0.0250259 -0.0519679 0 0 0
0.0020934 -0.976058 0.91022 -0.818726 -0.818726 0.0914942 -0.884564 -0.00686803 0.0261227 -0.0541995 0 0 0
0.0020937 -0.973954 0.902221 -0.802141 -0.802141 0.10008 -0.873874 -0.00716052 0.02721 -0.0563872 0 0 0
0.002094 -0.971762 0.893897 -0.784907 -0.784907 0.10899 -0.862772 -0.00745237 0.0282876 -0.0585293 0 0 0
0.0020943 -0.969483 0.885251 -0.767038 -0.767038 0.118214 -0.851269 -0.00774355 0.029355 -0.060624 0 0 0
0.0020946 -0.967116 0.876287 -0.748547 -0.748547 0.12774 -0.839376 -0.00803404 0.0304118 -0.0626696 0 0 0
0.0020949 -0.964662 0.867008 -0.729451 -0.729451 0.137557 -0.827106 -0.0083238 0.0314577 -0.0646645 0 0 0
0.0020952 -0.962122 0.857416 -0.709764 -0.709764 0.147652 -0.81447 -0.00861281 0.0324923 -0.066607 0 0 0
0.0020955 -0.959495 0.847516 -0.689503 -0.689503 0.158013 -0.801482 -0.00890104 0.0335151 -0.0684956 0 0 0
0.0020958 -0.956782 0.83731 -0.668683 -0.668683 0.168627 -0.788154 -0.00918848 0.0345259 -0.0703288 0 0 0
0.0020961 -0.953982 0.826804 -0.647322 -0.647322 0.179482 -0.774501 -0.00947509 0.0355243 -0.072105 0 0 0
0.0020964 -0.951097 0.816 -0.625437 -0.625437 0.190562 -0.760535 -0.00976084 0.0365099 -0.0738229 0 0 0
0.0020967 -0.948126 0.804902 -0.603046 -0.603046 0.201856 -0.74627 -0.0100457 0.0374823 -0.075481 0 0 0
0.002097 -0.94507 0.793514 -0.580167 -0.580167 0.213347 -0.731722 -0.0103297 0.0384413 -0.077078 0 0 0
0.0020973 -0.941928 0.781841 -0.556818 -0.556818 0.225023 -0.716905 -0.0106127 0.0393864 -0.0786126 0 0 0
0.0020976 -0.938702 0.769887 -0.533018 -0.533018 0.236868 -0.701834 -0.0108948 0.0403174 -0.0800836 0 0 0
0.0020979 -0.935392 0.757655 -0.508787 -0.508787 0.248868 -0.686524 -0.0111759 0.0412338 -0.0814897 0 0 0
0.0020982 -0.931997 0.745151 -0.484144 -0.484144 0.261007 -0.67099 -0.011456 0.0421354 -0.0828299 0 0 0
0.0020985 -0.928518 0.732378 -0.459109 -0.459109 0.273269 -0.655249 -0.0117351 0.0430219 -0.084103 0 0 0
0.0020988 -0.924956 0.719342 -0.433702 -0.433702 0.28564 -0.639317 -0.0120131 0.0438928 -0.085308 0 0 0
0.0020991 -0.921311 0.706047 -0.407945 -0.407945 0.298102 -0.623209 -0.0122901 0.044748 -0.086444 0 0 0
0.0020994 -0.917583 0.692498 -0.381857 -0.381857 0.310641 -0.606941 -0.0125659 0.045587 -0.08751 0 0 0
0.0020997 -0.913772 0.6787 -0.35546 -0.35546 0.32324 -0.590532 -0.0128406 0.0464097 -0.0885052 0 0 0
0.0021 -0.909879 0.664657 -0.328775 -0.328775 0.335882 -0.573996 -0.0131141 0.0472156 -0.0894287 0 0 0
0.0021003 -0.905904 0.650376 -0.301824 -0.301824 0.348551 -0.557352 -0.0133865 0.0480045 -0.0902798 0 0 0
0.0021006 -0.901847 0.63586 -0.274629 -0.274629 0.361231 -0.540616 -0.0136576 0.0487762 -0.0910579 0 0 0
0.0021009 -0.897709 0.621115 -0.247212 -0.247212 0.373903 -0.523806 -0.0139276 0.0495303 -0.0917622 0 0 0
0.0021012 -0.893491 0.606147 -0.219594 -0.219594 0.386553 -0.506938 -0.0141962 0.0502666 -0.0923922 0 0 0
0.0021015 -0.889192 0.59096 -0.191799 -0.191799 0.399162 -0.49003 -0.0144636 0.0509848 -0.0929475 0 0 0
0.0021018 -0.884813 0.575561 -0.163848 -0.163848 0.411713 -0.4731 -0.0147297 0.0516847 -0.0934275 0 0 0
0.0021021 -0.880355 0.559955 -0.135765 -0.135765 0.42419 -0.456164 -0.0149945 0.0523659 -0.0938319 0 0 0
0.0021024 -0.875817 0.544147 -0.107572 -0.107572 0.436576 -0.439241 -0.0152579 0.0530283 -0.0941603 0 0 0
0.0021027 -0.8712 0.528144 -0.0792914 -0.0792914 0.448852 -0.422348 -0.01552 0.0536716 -0.0944125 0 0 0
0.002103 -0.866505 0.51195 -0.050947 -0.050947 0.461003 -0.405502 -0.0157806 0.0542956 -0.0945883 0 0 0
0.0021033 -0.861732 0.495572 -0.0225614 -0.0225614 0.473011 -0.388721 -0.0160398 0.0549001 -0.0946875 0 0 0
0.0021036 -0.856882 0.479016 0.00584248 0.00584248 0.484859 -0.372023 -0.0162976 0.0554848 -0.09471 0 0 0
0.0021039 -0.851954 0.462287 0.0342416 0.0342416 0.496529 -0.355425 -0.016554 0.0560495 -0.0946559 0 0 0
0.0021042 -0.84695 0.445392 0.062613 0.062613 0.508005 -0.338944 -0.0168088 0.0565941 -0.0945251 0 0 0
0.0021045 -0.841869 0.428337 0.0909337 0.0909337 0.519271 -0.322599 -0.0170621 0.0571183 -0.0943179 0 0 0
0.0021048 -0.836713 0.411128 0.119181 0.119181 0.530308 -0.306405 -0.0173139 0.0576219 -0.0940343 0 0 0
0.0021051 -0.831481 0.39377 0.147331 0.147331 0.541102 -0.29038 -0.0175641 0.0581048 -0.0936745 0 0 0
0.0021054 -0.826175 0.376271 0.175363 0.175363 0.551634 -0.274541 -0.0178127 0.0585668 -0.093239 0 0 0
0.0021057 -0.820794 0.358636 0.203252 0.203252 0.561888 -0.258906 -0.0180598 0.0590077 -0.0927279 0 0 0
0.002106 -0.81534 0.340873 0.230977 0.230977 0.57185 -0.24349 -0.0183052 0.0594273 -0.0921418 0 0 0
0.0021063 -0.809812 0.322986 0.258515 0.258515 0.581501 -0.228311 -0.018549 0.0598256 -0.0914811 0 0 0
0.0021066 -0.804211 0.304984 0.285843 0.285843 0.590827 -0.213384 -0.0187911 0.0602024 -0.0907464 0 0 0
0.0021069 -0.798538 0.286871 0.31294 0.31294 0.599812 -0.198726 -0.0190315 0.0605574 -0.0899382 0 0 0
0.0021072 -0.792792 0.268656 0.339784 0.339784 0.60844 -0.184352 -0.0192702 0.0608907 -0.0890572 0 0 0
0.0021075 -0.786976 0.250344 0.366353 0.366353 0.616697 -0.170279 -0.0195071 0.0612021 -0.0881041 0 0 0
0.0021078 -0.781089 0.231941 0.392625 0.392625 0.624566 -0.156522 -0.0197423 0.0614914 -0.0870796 0 0 0
0.0021081 -0.775131 0.213455 0.41858 0.41858 0.632035 -0.143096 -0.0199758 0.0617586 -0.0859847 0 0 0
0.0021084 -0.769104 0.194893 0.444195 0.444195 0.639088 -0.130016 -0.0202074 0.0620036 -0.0848202 0 0 0
0.0021087 -0.763007 0.17626 0.469451 0.469451 0.645711 -0.117296 -0.0204372 0.0622263 -0.083587 0 0 0
0.002109 -0.756842 0.157564 0.494327 0.494327 0.65189 -0.104952 -0.0206652 0.0624266 -0.0822861 0 0 0
0.0021093 -0.750609 0.138811 0.518802 0.518802 0.657613 -0.0929956 -0.0208913 0.0626044 -0.0809187 0 0 0
0.0021096 -0.744308 0.120008 0.542858 0.542858 0.662866 -0.0814419 -0.0211155 0.0627597 -0.0794857 0 0 0
0.0021099 -0.73794 0.101162 0.566474 0.566474 0.667636 -0.0703039 -0.0213378 0.0628923 -0.0779884 0 0 0
0.0021102 -0.731506 0.082279 0.589632 0.589632 0.671911 -0.0595945 -0.0215583 0.0630024 -0.076428 0 0 0
0.0021105 -0.725006 0.0633669 0.612312 0.612312 0.675679 -0.0493262 -0.0217767 0.0630898 -0.0748057 0 0 0
0.0021108 -0.71844 0.044432 0.634497 0.634497 0.678929 -0.0395111 -0.0219932 0.0631544 -0.0731228 0 0 0
0.0021111 -0.71181 0.025481 0.656168 0.656168 0.681649 -0.030161 -0.0222078 0.0631964 -0.0713807 0 0 0
0.0021114 -0.705116 0.00652094 0.677308 0.677308 0.683829 -0.0212871 -0.0224203 0.0632156 -0.0695809 0 0 0
0.0021117 -0.698359 -0.0124415 0.6979 0.6979 0.685458 -0.0129005 -0.0226308 0.063212 -0.0677247 0 0 0
0.002112 -0.691538 -0.0313995 0.717926 0.717926 0.686527 -0.00501146 -0.0228393 0.0631857 -0.0658137 0 0 0
0.0021123 -0.684656 -0.0503461 0.737372 0.737372 0.687026 0.00236991 -0.0230457 0.0631367 -0.0638495 0 0 0
0.0021126 -0.677711 -0.0692746 0.75622 0.75622 0.686946 0.00923411 -0.0232501 0.0630649 -0.0618335 0 0 0
0.0021129 -0.670706 -0.0881782 0.774457 0.774457 0.686278 0.0155721 -0.0234523 0.0629705 -0.0597675 0 0 0
0.0021132 -0.663641 -0.10705 0.792066 0.792066 0.685016 0.0213752 -0.0236525 0.0628533 -0.0576531 0 0 0
0.0021135 -0.656515 -0.125883 0.809034 0.809034 0.683151 0.0266353 -0.0238505 0.0627136 -0.0554921 0 0 0
0.0021138 -0.649331 -0.144671 0.825347 0.825347 0.680676 0.031345 -0.0240464 0.0625513 -0.0532861 0 0 0
0.0021141 -0.642088 -0.163407 0.840993 0.840993 0.677585 0.035497 -0.0242401 0.0623664 -0.051037 0 0 0
0.0021144 -0.634788 -0.182085 0.855957 0.855957 0.673872 0.0390848 -0.0244316 0.0621591 -0.0487466 0 0 0
0.0021147 -0.62743 -0.200696 0.870228 0.870228 0.669532 0.0421023 -0.0246209 0.0619295 -0.0464167 0 0 0
0.002115 -0.620016 -0.219236 0.883795 0.883795 0.66456 0.0445441 -0.0248081 0.0616776 -0.0440492 0 0 0
0.0021153 -0.612546 -0.237696 0.896647 0.896647 0.658951 0.0464052 -0.0249929 0.0614034 -0.0416461 0 0 0
0.0021156 -0.605021 -0.256071 0.908773 0.908773 0.652702 0.0476811 -0.0251756 0.0611072 -0.0392093 0 0 0
0.0021159 -0.597441 -0.274354 0.920163 0.920163 0.645809 0.0483679 -0.0253559 0.060789 -0.0367407 0 0 0
0.0021162 -0.589808 -0.292538 0.930808 0.930808 0.63827 0.0484624 -0.025534 0.0604488 -0.0342424 0 0 0
0.0021165 -0.582121 -0.310617 0.940699 0.940699 0.630083 0.0479617 -0.0257098 0.060087 -0.0317164 0 0 0
0.0021168 -0.574383 -0.328583 0.94983 0.94983 0.621246 0.0468637 -0.0258833 0.0597035 -0.0291646 0 0 0
0.0021171 -0.566592 -0.346432 0.958191 0.958191 0.611759 0.0451667 -0.0260544 0.0592985 -0.0265893 0 0 0
0.0021174 -0.558751 -0.364156 0.965776 0.965776 0.60162 0.0428698 -0.0262232 0.0588722 -0.0239925 0 0 0
0.0021177 -0.550859 -0.381749 0.97258 0.97258 0.590831 0.0399723 -0.0263896 0.0584247 -0.0213762 0 0 0
0.002118 -0.542917 -0.399205 0.978597 0.978597 0.579392 0.0364746 -0.0265537 0.0579562 -0.0187427 0 0 0
0.0021183 -0.534927 -0.416517 0.983821 0.983821 0.567304 0.0323772 -0.0267154 0.0574668 -0.016094 0 0 0
0.0021186 -0.526889 -0.433678 0.988249 0.988249 0.55457 0.0276814 -0.0268747 0.0569567 -0.0134322 0 0 0
0.0021189 -0.518803 -0.450684 0.991877 0.991877 0.541192 0.0223891 -0.0270315 0.0564261 -0.0107596 0 0 0
0.0021192 -0.510671 -0.467528 0.994702 0.994702 0.527174 0.0165028 -0.0271859 0.0558753 -0.00807823 0 0 0
0.0021195 -0.502492 -0.484203 0.996721 0.996721 0.512518 0.0100255 -0.0273379 0.0553043 -0.00539035 0 0 0
0.0021198 -0.494269 -0.500705 0.997934 0.997934 0.49723 0.00296084 -0.0274874 0.0547134 -0.00269811 0 0 0
0.0021201 -0.486001 -0.517026 0.998339 0.998339 0.481314 -0.00468699 -0.0276344 0.0541028 -3.68252e-06 0 0 0
0.0021204 -0.477689 -0.53316 0.997936 0.997936 0.464776 -0.0129132 -0.027779 0.0534727 0.00269074 0 0 0
0.0021207 -0.469334 -0.549103 0.996725 0.996725 0.447622 -0.0217123 -0.027921 0.0528234 0.00538299 0 0 0
0.002121 -0.460937 -0.564849 0.994707 0.994707 0.429859 -0.0310784 -0.0280606 0.0521551 0.00807088 0 0 0
0.0021213 -0.452498 -0.580391 0.991884 0.991884 0.411493 -0.041005 -0.0281976 0.051468 0.0107522 0 0 0
0.0021216 -0.444019 -0.595724 0.988258 0.988258 0.392534 -0.0514849 -0.0283321 0.0507624 0.0134249 0 0 0
0.0021219 -0.4355 -0.610843 0.983832 0.983832 0.37299 -0.0625105 -0.028464 0.0500385 0.0160867 0 0 0
0.0021222 -0.426942 -0.625742 0.97861 0.97861 0.352868 -0.0740734 -0.0285934 0.0492967 0.0187354 0 0 0
0.0021225 -0.418345 -0.640415 0.972595 0.972595 0.33218 -0.0861649 -0.0287201 0.048537 0.021369 0 0 0
0.0021228 -0.40971 -0.654859 0.965793 0.965793 0.310935 -0.0987756 -0.0288443 0.0477599 0.0239853 0 0 0
0.0021231 -0.401039 -0.669066 0.95821 0.95821 0.289143 -0.111895 -0.028966 0.0469657 0.0265822 0 0 0
0.0021234 -0.392331 -0.683033 0.94985 0.94985 0.266817 -0.125514 -0.029085 0.0461545 0.0291575 0 0 0
0.0021237 -0.383589 -0.696754 0.940722 0.940722 0.243968 -0.139621 -0.0292013 0.0453267 0.0317093 0 0 0
0.002124 -0.374811 -0.710224 0.930832 0.930832 0.220608 -0.154203 -0.0293151 0.0444826 0.0342354 0 0 0
0.0021243 -0.366 -0.723438 0.920189 0.920189 0.19675 -0.16925 -0.0294262 0.0436224 0.0367337 0 0 0
0.0021246 -0.357157 -0.736393 0.9088 0.9088 0.172408 -0.184749 -0.0295347 0.0427466 0.0392024 0 0 0
0.0021249 -0.34828 -0.749082 0.896676 0.896676 0.147595 -0.200686 -0.0296405 0.0418554 0.0416393 0 0 0
0.0021252 -0.339373 -0.761501 0.883827 0.883827 0.122325 -0.217048 -0.0297437 0.0409491 0.0440424 0 0 0
0.0021255 -0.330435 -0.773647 0.870261 0.870261 0.0966146 -0.233821 -0.0298441 0.0400281 0.04641 0 0 0
0.0021258 -0.321467 -0.785514 0.855992 0.855992 0.0704778 -0.25099 -0.0299419 0.0390927 0.0487399 0 0 0
0.0021261 -0.312471 -0.797098 0.841029 0.841029 0.0439308 -0.26854 -0.030037 0.0381432 0.0510304 0 0 0
0.0021264 -0.303446 -0.808396 0.825385 0.825385 0.0169899 -0.286456 -0.0301294 0.03718 0.0532796 0 0 0
0.0021267 -0.294394 -0.819402 0.809074 0.809074 -0.0103283 -0.304722 -0.0302191 0.0362034 0.0554857 0 0 0
0.002127 -0.285315 -0.830114 0.792107 0.792107 -0.0380065 -0.323322 -0.030306 0.0352138 0.0576469 0 0 0
0.0021273 -0.276211 -0.840526 0.774499 0.774499 -0.0660271 -0.342238 -0.0303902 0.0342115 0.0597613 0 0 0
0.0021276 -0.267082 -0.850637 0.756265 0.756265 -0.0943722 -0.361454 -0.0304717 0.0331969 0.0618274 0 0 0
0.0021279 -0.257929 -0.860441 0.737418 0.737418 -0.123023 -0.380952 -0.0305505 0.0321704 0.0638435 0 0 0
0.0021282 -0.248753 -0.869936 0.717974 0.717974 -0.151962 -0.400714 -0.0306265 0.0311322 0.0658079 0 0 0
0.0021285 -0.239554 -0.879117 0.697949 0.697949 -0.181168 -0.420722 -0.0306997 0.0300829 0.067719 0 0 0
0.0021288 -0.230334 -0.887982 0.677359 0.677359 -0.210623 -0.440957 -0.0307702 0.0290227 0.0695752 0 0 0
0.0021291 -0.221093 -0.896527 0.65622 0.65622 -0.240307 -0.4614 -0.0308379 0.0279521 0.0713752 0 0 0
0.0021294 -0.211832 -0.90475 0.634551 0.634551 -0.270199 -0.482031 -0.0309029 0.0268714 0.0731174 0 0 0
0.0021297 -0.202552 -0.912647 0.612367 0.612367 -0.30028 -0.502832 -0.030965 0.0257811 0.0748004 0 0 0
0.00213 -0.193253 -0.920216 0.589688 0.589688 -0.330528 -0.523781 -0.0310244 0.0246815 0.0764228 0 0 0
0.0021303 -0.183938 -0.927453 0.566532 0.566532 -0.360921 -0.544859 -0.031081 0.023573 0.0779834 0 0 0
0.0021306 -0.174606 -0.934357 0.542917 0.542917 -0.39144 -0.566046 -0.0311347 0.022456 0.0794808 0 0 0
0.0021309 -0.165258 -0.940925 0.518863 0.518863 -0.422062 -0.58732 -0.0311857 0.0213309 0.0809139 0 0 0
0.0021312 -0.155895 -0.947153 0.494388 0.494388 -0.452765 -0.60866 -0.0312339 0.0201982 0.0822815 0 0 0
0.0021315 -0.146518 -0.953041 0.469514 0.469514 -0.483528 -0.630046 -0.0312792 0.0190582 0.0835825 0 0 0
0.0021318 -0.137128 -0.958586 0.444259 0.444259 -0.514327 -0.651456 -0.0313218 0.0179113 0.0848158 0 0 0
0.0021321 -0.127726 -0.963786 0.418645 0.418645 -0.545141 -0.672868 -0.0313615 0.016758 0.0859805 0 0 0
0.0021324 -0.118312 -0.968639 0.392691 0.392691 -0.575948 -0.69426 -0.0313984 0.0155986 0.0870756 0 0 0
0.0021327 -0.108888 -0.973143 0.36642 0.36642 -0.606723 -0.715611 -0.0314325 0.0144336 0.0881001 0 0 0
0.002133 -0.0994537 -0.977298 0.339853 0.339853 -0.637445 -0.736899 -0.0314638 0.0132635 0.0890534 0 0 0
0.0021333 -0.0900106 -0.9811 0.31301 0.31301 -0.66809 -0.758101 -0.0314922 0.0120886 0.0899346 0 0 0
0.0021336 -0.0805593 -0.984549 0.285914 0.285914 -0.698636 -0.779195 -0.0315178 0.0109093 0.0907429 0 0 0
0.0021339 -0.0711008 -0.987644 0.258586 0.258586 -0.729058 -0.800159 -0.0315405 0.00972606 0.0914778 0 0 0
0.0021342 -0.0616358 -0.990384 0.231049 0.231049 -0.759335 -0.820971 -0.0315604 0.00853935 0.0921387 0 0 0
0.0021345 -0.0521654 -0.992767 0.203325 0.203325 -0.789442 -0.841607 -0.0315775 0.00734956 0.092725 0 0 0
0.0021348 -0.0426902 -0.994793 0.175436 0.175436 -0.819356 -0.862047 -0.0315917 0.00615714 0.0932362 0 0 0
0.0021351 -0.0332112 -0.99646 0.147406 0.147406 -0.849055 -0.882266 -0.0316031 0.00496249 0.0936719 0 0 0
0.0021354 -0.0237292 -0.99777 0.119256 0.119256 -0.878514 -0.902243 -0.0316116 0.00376606 0.0940318 0 0 0
0.0021357 -0.0142451 -0.99872 0.0910095 0.0910095 -0.90771 -0.921955 -0.0316173 0.00256827 0.0943156 0 0 0
0.002136 -0.00475965 -0.99931 0.0626894 0.0626894 -0.936621 -0.94138 -0.0316202 0.00136956 0.094523 0 0 0
0.0021363 0.00472619 -0.999541 0.0343186 0.0343186 -0.965223 -0.960496 -0.0316202 0.000170361 0.094654 0 0 0
0.0021366 0.0142116 -0.999412 0.00592001 0.00592001 -0.993492 -0.979281 -0.0316173 -0.0010289 0.0947083 0 0 0
0.0021369 0.0236957 -0.998924 -0.0224834 -0.0224834 -1.02141 -0.997711 -0.0316117 -0.0022278 0.0946859 0 0 0
0.0021372 0.0331778 -0.998076 -0.0508685 -0.0508685 -1.04894 -1.01577 -0.0316031 -0.00342589 0.0945869 0 0 0
0.0021375 0.0426568 -0.996869 -0.0792125 -0.0792125 -1.07608 -1.03342 -0.0315918 -0.00462275 0.0944113 0 0 0
0.0021378 0.052132 -0.995303 -0.107492 -0.107492 -1.10279 -1.05066 -0.0315775 -0.00581794 0.0941593 0 0 0
0.0021381 0.0616024 -0.993378 -0.135685 -0.135685 -1.12906 -1.06746 -0.0315605 -0.00701104 0.093831 0 0 0
0.0021384 0.0710674 -0.991097 -0.163768 -0.163768 -1.15486 -1.0838 -0.0315406 -0.00820162 0.0934268 0 0 0
0.0021387 0.0805259 -0.988458 -0.191719 -0.191719 -1.18018 -1.09965 -0.0315178 -0.00938925 0.092947 0 0 0
0.002139 0.0899772 -0.985464 -0.219514 -0.219514 -1.20498 -1.115 -0.0314923 -0.0105735 0.0923919 0 0 0
0.0021393 0.0994204 -0.982115 -0.247131 -0.247131 -1.22925 -1.12983 -0.0314639 -0.0117539 0.0917621 0 0 0
0.0021396 0.108855 -0.978413 -0.274549 -0.274549 -1.25296 -1.14411 -0.0314326 -0.0129301 0.0910579 0 0 0
0.0021399 0.118279 -0.974358 -0.301744 -0.301744 -1.2761 -1.15782 -0.0313985 -0.0141017 0.0902801 0 0 0
0.0021402 0.127693 -0.969953 -0.328695 -0.328695 -1.29865 -1.17096 -0.0313617 -0.0152682 0.0894292 0 0 0
0.0021405 0.137095 -0.965199 -0.355379 -0.355379 -1.32058 -1.18348 -0.0313219 -0.0164292 0.0885058 0 0 0
0.0021408 0.146485 -0.960098 -0.381777 -0.381777 -1.34187 -1.19539 -0.0312794 -0.0175842 0.0875109 0 0 0
0.0021411 0.155862 -0.95465 -0.407865 -0.407865 -1.36252 -1.20665 -0.031234 -0.018733 0.086445 0 0 0
0.0021414 0.165225 -0.94886 -0.433622 -0.433622 -1.38248 -1.21726 -0.0311859 -0.019875 0.0853092 0 0 0
0.0021417 0.174573 -0.942728 -0.459029 -0.459029 -1.40176 -1.22718 -0.0311349 -0.0210098 0.0841044 0 0 0
0.002142 0.183905 -0.936256 -0.484065 -0.484065 -1.42032 -1.23642 -0.0310811 -0.0221371 0.0828315 0 0 0
0.0021423 0.193221 -0.929448 -0.508708 -0.508708 -1.43816 -1.24493 -0.0310246 -0.0232565 0.0814915 0 0 0
0.0021426 0.202519 -0.922305 -0.532939 -0.532939 -1.45524 -1.25273 -0.0309652 -0.0243674 0.0800855 0 0 0
0.0021429 0.211799 -0.91483 -0.55674 -0.55674 -1.47157 -1.25977 -0.0309031 -0.0254696 0.0786147 0 0 0
0.0021432 0.22106 -0.907026 -0.580089 -0.580089 -1.48711 -1.26605 -0.0308381 -0.0265626 0.0770803 0 0 0
0.0021435 0.230301 -0.898895 -0.602969 -0.602969 -1.50186 -1.27156 -0.0307704 -0.0276461 0.0754835 0 0 0
0.0021438 0.239521 -0.890441 -0.625361 -0.625361 -1.5158 -1.27628 -0.0307 -0.0287196 0.0738256 0 0 0
0.0021441 0.24872 -0.881666 -0.647246 -0.647246 -1.52891 -1.28019 -0.0306267 -0.0297827 0.0721079 0 0 0
0.0021444 0.257897 -0.872574 -0.668608 -0.668608 -1.54118 -1.28329 -0.0305507 -0.0308352 0.0703318 0 0 0
0.0021447 0.26705 -0.863168 -0.689428 -0.689428 -1.5526 -1.28555 -0.030472 -0.0318765 0.0684989 0 0 0
0.002145 0.276179 -0.853452 -0.70969 -0.70969 -1.56314 -1.28696 -0.0303905 -0.0329064 0.0666104 0 0 0
0.0021453 0.285283 -0.843428 -0.729378 -0.729378 -1.57281 -1.28752 -0.0303063 -0.0339244 0.0646681 0 0 0
0.0021456 0.294362 -0.833101 -0.748475 -0.748475 -1.58158 -1.28721 -0.0302194 -0.0349303 0.0626733 0 0 0
