t 1 2 3 4 5 6 jV0200 jV0400 
0.093 11.9668 100 38.4863 100 0.0119668 0.000769727 -0.00440166 -0.00307568
0.0931 11.2459 100 38.6953 100 0.0112459 0.000773906 -0.0044377 -0.00306523
0.0932 10.5972 100 38.903 100 0.0105972 0.000778059 -0.00447014 -0.00305485
0.0933 10.0133 100 39.1093 100 0.0100133 0.000782186 -0.00449933 -0.00304454
0.0934 10.1049 100 39.3143 100 0.000202097 0.000786286 -0.00449476 -0.00303429
0.0935 10.4201 100 39.518 100 0.000208402 0.00079036 -0.004479 -0.0030241
0.0936 10.8081 100 39.7204 100 0.000216161 0.000794409 -0.0044596 -0.00301398
0.0937 11.2184 100 39.9216 100 0.000224367 0.000798432 -0.00443908 -0.00300392
0.0938 11.6342 100 40.1214 100 0.000232684 0.000802429 -0.00441829 -0.00299393
0.0939 12.0499 100 40.32 100 0.000240998 0.000806401 -0.00439751 -0.002984
0.094 12.4636 100 40.5174 100 0.000249272 0.000810348 -0.00437682 -0.00297413
0.0941 12.8748 100 40.7135 100 0.000257496 0.000814269 -0.00435626 -0.00296433
0.0942 13.2832 100 40.9083 100 0.000265664 0.000818166 -0.00433584 -0.00295458
0.0943 13.6888 100 41.1019 100 0.000273775 0.000822038 -0.00431556 -0.0029449
0.0944 14.0915 100 41.2943 100 0.000281831 0.000825886 -0.00429542 -0.00293529
0.0945 14.4915 100 41.4854 100 0.00028983 0.000829709 -0.00427543 -0.00292573
0.0946 14.8887 100 41.6754 100 0.000297773 0.000833508 -0.00425557 -0.00291623
0.0947 15.2831 100 41.8641 100 0.000305661 0.000837283 -0.00423585 -0.00290679
0.0948 15.6747 100 42.0517 100 0.000313495 0.000841034 -0.00421626 -0.00289742
0.0949 16.0636 100 42.238 100 0.000321273 0.000844761 -0.00419682 -0.0028881
0.095 16.4499 100 42.4232 100 0.000328997 0.000848464 -0.00417751 -0.00287884
0.0951 16.8334 100 42.6072 100 0.000336667 0.000852144 -0.00415833 -0.00286964
0.0952 17.2142 100 42.79 100 0.000344284 0.0008558 -0.00413929 -0.0028605
0.0953 17.5924 100 42.9717 100 0.000351848 0.000859434 -0.00412038 -0.00285142
0.0954 17.9679 100 43.1522 100 0.000359359 0.000863044 -0.0041016 -0.00284239
0.0955 18.3409 100 43.3316 100 0.000366817 0.000866632 -0.00408296 -0.00283342
0.0956 18.7112 100 43.5098 100 0.000374224 0.000870196 -0.00406444 -0.00282451
0.0957 19.0789 100 43.6869 100 0.000381578 0.000873738 -0.00404605 -0.00281565
0.0958 19.4441 100 43.8629 100 0.000388882 0.000877258 -0.0040278 -0.00280686
0.0959 19.8067 100 44.0378 100 0.000396134 0.000880755 -0.00400966 -0.00279811
0.096 20.1668 100 44.2115 100 0.000403336 0.00088423 -0.00399166 -0.00278942
0.0961 20.5244 100 44.3842 100 0.000410488 0.000887683 -0.00397378 -0.00278079
0.0962 20.8795 100 44.5557 100 0.00041759 0.000891114 -0.00395603 -0.00277221
0.0963 21.2321 100 44.7262 100 0.000424642 0.000894524 -0.00393839 -0.00276369
0.0964 21.5823 100 44.8956 100 0.000431645 0.000897912 -0.00392089 -0.00275522
0.0965 21.93 100 45.0639 100 0.000438599 0.000901278 -0.0039035 -0.00274681
0.0966 22.2753 100 45.2311 100 0.000445505 0.000904623 -0.00388624 -0.00273844
0.0967 22.6181 100 45.3973 100 0.000452363 0.000907946 -0.00386909 -0.00273013
0.0968 22.9586 100 45.5624 100 0.000459172 0.000911249 -0.00385207 -0.00272188
0.0969 23.2967 100 45.7265 100 0.000465935 0.000914531 -0.00383516 -0.00271367
0.097 23.6325 100 45.8896 100 0.00047265 0.000917791 -0.00381838 -0.00270552
0.0971 23.9659 100 46.0516 100 0.000479318 0.000921032 -0.00380171 -0.00269742
0.0972 24.297 100 46.2126 100 0.000485939 0.000924251 -0.00378515 -0.00268937
0.0973 24.6257 100 46.3725 100 0.000492515 0.00092745 -0.00376871 -0.00268137
0.0974 24.9522 100 46.5315 100 0.000499045 0.000930629 -0.00375239 -0.00267343
0.0975 25.2764 100 46.6894 100 0.000505529 0.000933788 -0.00373618 -0.00266553
0.0976 25.5984 100 46.8463 100 0.000511968 0.000936927 -0.00372008 -0.00265768
0.0977 25.9181 100 47.0023 100 0.000518361 0.000940045 -0.0037041 -0.00264989
0.0978 26.2355 100 47.1572 100 0.000524711 0.000943144 -0.00368822 -0.00264214
0.0979 26.5508 100 47.3112 100 0.000531016 0.000946224 -0.00367246 -0.00263444
0.098 26.8638 100 47.4642 100 0.000537277 0.000949283 -0.00365681 -0.00262679
0.0981 27.1747 100 47.6162 100 0.000543494 0.000952324 -0.00364126 -0.00261919
0.0982 27.4834 100 47.7672 100 0.000549668 0.000955345 -0.00362583 -0.00261164
0.0983 27.79 100 47.9173 100 0.000555799 0.000958347 -0.0036105 -0.00260413
0.0984 28.0944 100 48.0665 100 0.000561887 0.00096133 -0.00359528 -0.00259668
0.0985 28.3967 100 48.2147 100 0.000567933 0.000964294 -0.00358017 -0.00258927
0.0986 28.6968 100 48.3619 100 0.000573937 0.000967239 -0.00356516 -0.0025819
0.0987 28.9949 100 48.5083 100 0.000579898 0.000970165 -0.00355025 -0.00257459
0.0988 29.2909 100 48.6537 100 0.000585818 0.000973073 -0.00353545 -0.00256732
0.0989 29.5849 100 48.7981 100 0.000591697 0.000975963 -0.00352076 -0.00256009
0.099 29.8767 100 48.9417 100 0.000597535 0.000978834 -0.00350616 -0.00255292
0.0991 30.1666 100 49.0843 100 0.000603332 0.000981687 -0.00349167 -0.00254578
0.0992 30.4544 100 49.2261 100 0.000609088 0.000984522 -0.00347728 -0.0025387
0.0993 30.7402 100 49.3669 100 0.000614805 0.000987338 -0.00346299 -0.00253165
0.0994 31.0241 100 49.5069 100 0.000620481 0.000990137 -0.0034488 -0.00252466
0.0995 31.3059 100 49.6459 100 0.000626118 0.000992919 -0.0034347 -0.0025177
0.0996 31.5858 100 49.7841 100 0.000631716 0.000995682 -0.00342071 -0.00251079
0.0997 31.8637 100 49.9214 100 0.000637275 0.000998428 -0.00340681 -0.00250393
0.0998 32.1397 100 47.2626 100 0.000642795 0.0472626 -0.00339301 -0.00263687
0.0999 32.4138 100 43.8866 100 0.000648276 0.0438866 -0.00337931 -0.00280567
0.1 32.6859 100 40.4878 100 0.000653719 0.0404878 -0.0033657 -0.00297561
