t 1 2 jL0100 
756.8 0.71626 -1.84076 -1.50842
756.9 0.731098 -1.74179 -1.43612
757 0.743099 -1.64453 -1.36248
757.1 0.752194 -1.5494 -1.28778
757.2 0.758324 -1.4568 -1.21233
757.3 0.761441 -1.36713 -1.13642
757.4 0.761511 -1.28077 -1.06034
757.5 0.758509 -1.1981 -0.984419
757.6 0.752424 -1.11949 -0.90895
757.7 0.743257 -1.04528 -0.834243
757.8 0.731074 -0.974179 -0.760602
757.9 0.716085 -0.903163 -0.688316
758 0.698579 -0.831479 -0.617649
758.1 0.678878 -0.759098 -0.548835
758.2 0.657308 -0.686203 -0.482076
758.3 0.634193 -0.61302 -0.417543
758.4 0.609842 -0.539761 -0.355377
758.5 0.584555 -0.466606 -0.295684
758.6 0.558614 -0.393699 -0.238545
758.7 0.53229 -0.321144 -0.184013
758.8 0.505837 -0.249006 -0.132113
758.9 0.479497 -0.17731 -0.0828469
759 0.453496 -0.106043 -0.0361917
759.1 0.42805 -0.0351511 0.00789673
759.2 0.403361 0.035459 0.0494836
759.3 0.379617 0.105919 0.0886537
759.4 0.356999 0.176402 0.12551
759.5 0.335674 0.247121 0.160174
759.6 0.315802 0.318328 0.192782
759.7 0.297534 0.390319 0.223487
759.8 0.281015 0.463433 0.252456
759.9 0.266383 0.538053 0.279872
760 0.253771 0.614606 0.305928
760.1 0.24331 0.693568 0.330835
760.2 0.235129 0.775467 0.354812
760.3 0.229354 0.860882 0.378094
760.4 0.226115 0.950447 0.40093
760.5 0.22545 1.04203 0.423571
760.6 0.227225 1.13204 0.446267
760.7 0.231213 1.2196 0.469246
760.8 0.237153 1.3047 0.492716
760.9 0.244775 1.3876 0.516858
761 0.253817 1.46858 0.541827
761.1 0.26403 1.54793 0.567751
761.2 0.275178 1.62587 0.594738
761.3 0.287039 1.70261 0.62287
761.4 0.299402 1.77829 0.652207
761.5 0.312072 1.85301 0.682791
761.6 0.324863 1.92686 0.714643
761.7 0.337601 1.99988 0.747767
761.8 0.350124 2.07208 0.78215
761.9 0.362277 2.14344 0.817763
762 0.373919 2.21393 0.854562
762.1 0.384917 2.28348 0.892489
762.2 0.395146 2.35201 0.931475
762.3 0.404493 2.41943 0.971436
762.4 0.412852 2.48563 1.01228
762.5 0.420128 2.55048 1.0539
762.6 0.426232 2.61385 1.09619
762.7 0.431086 2.6756 1.13903
762.8 0.434621 2.73558 1.18228
762.9 0.436775 2.79364 1.22582
763 0.437496 2.84962 1.2695
763.1 0.43674 2.90336 1.31317
763.2 0.43447 2.9547 1.3567
763.3 0.430661 3.00349 1.39991
763.4 0.425293 3.04956 1.44267
763.5 0.418355 3.09278 1.48482
763.6 0.409845 3.13298 1.52619
763.7 0.399768 3.17003 1.56663
763.8 0.388139 3.2038 1.60598
763.9 0.374978 3.23416 1.6441
764 0.360314 3.26099 1.68083
764.1 0.344183 3.2842 1.71602
764.2 0.326629 3.30367 1.74952
764.3 0.307703 3.31934 1.7812
764.4 0.287461 3.33113 1.81093
764.5 0.265967 3.33897 1.83857
764.6 0.243292 3.34284 1.864
764.7 0.219511 3.34268 1.88711
764.8 0.194706 3.3385 1.9078
764.9 0.168964 3.33028 1.92595
765 0.142377 3.31803 1.9415
765.1 0.11504 3.3018 1.95435
765.2 0.0870552 3.28161 1.96444
765.3 0.0585259 3.25753 1.9717
765.4 0.02956 3.22964 1.97609
765.5 0.000267808 3.19801 1.97758
765.6 -0.0292377 3.16276 1.97612
765.7 -0.0588415 3.124 1.97171
765.8 -0.0884273 3.08187 1.96435
765.9 -0.117878 3.03652 1.95403
766 -0.147074 2.9881 1.94079
766.1 -0.1759 2.93679 1.92465
766.2 -0.204236 2.88278 1.90565
766.3 -0.231965 2.82626 1.88386
766.4 -0.258974 2.76745 1.85933
766.5 -0.285147 2.70656 1.83214
766.6 -0.310374 2.64383 1.80239
766.7 -0.334547 2.5795 1.77017
766.8 -0.357561 2.51382 1.73559
766.9 -0.379314 2.44703 1.69878
767 -0.399709 2.37941 1.65986
767.1 -0.418654 2.31121 1.61897
767.2 -0.436062 2.24272 1.57628
767.3 -0.45185 2.1742 1.53192
767.4 -0.465943 2.10593 1.48607
767.5 -0.478271 2.03819 1.4389
767.6 -0.48877 1.97125 1.3906
767.7 -0.497384 1.9054 1.34133
767.8 -0.504063 1.84091 1.29131
767.9 -0.508765 1.77804 1.24072
768 -0.511455 1.71707 1.18976
768.1 -0.512108 1.65825 1.13863
768.2 -0.510704 1.60184 1.08754
768.3 -0.507232 1.54809 1.03669
768.4 -0.50169 1.49723 0.9863
768.5 -0.494085 1.4495 0.936563
768.6 -0.48443 1.4051 0.887688
768.7 -0.472747 1.36425 0.83988
768.8 -0.459068 1.32714 0.79334
768.9 -0.443432 1.29395 0.748264
769 -0.425887 1.26483 0.704847
769.1 -0.406486 1.23995 0.663275
769.2 -0.385295 1.21944 0.623731
769.3 -0.362384 1.20341 0.586391
769.4 -0.337831 1.19197 0.551422
769.5 -0.311723 1.18519 0.518985
769.6 -0.284151 1.18315 0.489229
769.7 -0.255215 1.18588 0.462296
769.8 -0.225021 1.19342 0.438317
769.9 -0.19368 1.20577 0.417411
770 -0.16131 1.22293 0.399689
770.1 -0.128031 1.24486 0.385246
770.2 -0.0939713 1.2715 0.374167
770.3 -0.0592612 1.30281 0.366524
770.4 -0.0240351 1.33867 0.362373
770.5 0.0115692 1.37899 0.361761
770.6 0.0474116 1.42364 0.364718
770.7 0.0833496 1.47247 0.37126
770.8 0.119239 1.52533 0.38139
770.9 0.154936 1.58203 0.395096
771 0.190295 1.64237 0.412351
771.1 0.225171 1.70613 0.433114
771.2 0.259419 1.7731 0.457329
771.3 0.292897 1.84303 0.484928
771.4 0.325464 1.91565 0.515825
771.5 0.356982 1.99071 0.549923
771.6 0.387316 2.06791 0.58711
771.7 0.416333 2.14696 0.627261
771.8 0.443907 2.22756 0.670238
771.9 0.469915 2.30939 0.715892
772 0.494241 2.39215 0.764059
772.1 0.516772 2.47549 0.814566
772.2 0.537404 2.5591 0.867229
772.3 0.556038 2.64264 0.921852
772.4 0.572584 2.72576 0.978233
772.5 0.586959 2.80814 1.03616
772.6 0.599086 2.88943 1.0954
772.7 0.6089 2.9693 1.15575
772.8 0.616343 3.04742 1.21695
772.9 0.621365 3.12346 1.27878
773 0.623927 3.1971 1.34098
773.1 0.623999 3.26801 1.40331
773.2 0.621561 3.3359 1.46553
773.3 0.616603 3.40046 1.52737
773.4 0.609124 3.46142 1.5886
773.5 0.599134 3.51848 1.64895
773.6 0.586655 3.57141 1.70817
773.7 0.571715 3.61994 1.76603
773.8 0.554355 3.66385 1.82227
773.9 0.534626 3.70293 1.87666
774 0.512588 3.73698 1.92897
774.1 0.488312 3.76581 1.97895
774.2 0.461878 3.78929 2.02641
774.3 0.433373 3.80726 2.07112
774.4 0.402898 3.81961 2.11288
774.5 0.370558 3.82624 2.15151
774.6 0.336468 3.82709 2.18681
774.7 0.300752 3.82211 2.21863
774.8 0.263541 3.81126 2.24681
774.9 0.224973 3.79454 2.2712
775 0.185191 3.77199 2.29167
775.1 0.144346 3.74363 2.30812
775.2 0.102594 3.70953 2.32044
775.3 0.0600955 3.6698 2.32856
775.4 0.0170159 3.62453 2.3324
775.5 -0.0264763 3.57388 2.33191
775.6 -0.0702094 3.518 2.32707
775.7 -0.114009 3.45708 2.31785
775.8 -0.157701 3.39131 2.30427
775.9 -0.201106 3.32093 2.28633
776 -0.244049 3.24618 2.26409
776.1 -0.286354 3.16733 2.23758
776.2 -0.327844 3.08466 2.20689
776.3 -0.368346 2.99848 2.1721
776.4 -0.40769 2.9091 2.13332
776.5 -0.445708 2.81685 2.09069
776.6 -0.482237 2.72209 2.04432
776.7 -0.517116 2.62518 1.9944
776.8 -0.550194 2.52649 1.94107
776.9 -0.581322 2.42639 1.88454
777 -0.61036 2.3253 1.82501
777.1 -0.637174 2.22359 1.76269
777.2 -0.661639 2.12168 1.6978
777.3 -0.683637 2.01998 1.6306
777.4 -0.70306 1.91889 1.56133
777.5 -0.719809 1.81883 1.49025
777.6 -0.733796 1.72021 1.41764
777.7 -0.744942 1.62343 1.34377
777.8 -0.75318 1.52891 1.26894
777.9 -0.758453 1.43703 1.19343
778 -0.760717 1.3482 1.11754
778.1 -0.759938 1.26279 1.04159
778.2 -0.756095 1.18117 0.965862
778.3 -0.749179 1.1037 0.890675
778.4 -0.739194 1.03072 0.816333
778.5 -0.726239 0.960059 0.743136
778.6 -0.710544 0.889296 0.671368
778.7 -0.692406 0.817888 0.601285
778.8 -0.672145 0.745866 0.533114
778.9 -0.650089 0.673432 0.467051
779 -0.626556 0.60081 0.40326
779.1 -0.601852 0.528211 0.341872
779.2 -0.57627 0.455811 0.282992
779.3 -0.550089 0.383749 0.226693
779.4 -0.523574 0.312125 0.173021
779.5 -0.496975 0.241002 0.121999
779.6 -0.470528 0.170401 0.0736233
779.7 -0.444456 0.100308 0.0278676
779.8 -0.418967 0.030668 -0.0153155
779.9 -0.394259 -0.0386124 -0.0559938
780 -0.370517 -0.107665 -0.0942544
780.1 -0.347914 -0.17666 -0.130202
780.2 -0.326613 -0.245807 -0.163959
780.3 -0.30677 -0.315358 -0.195663
780.4 -0.288531 -0.385602 -0.225466
780.5 -0.272034 -0.456872 -0.253536
780.6 -0.257414 -0.529543 -0.280054
780.7 -0.244797 -0.604037 -0.305213
780.8 -0.234311 -0.680818 -0.32922
780.9 -0.226078 -0.760403 -0.352294
781 -0.22022 -0.843357 -0.374667
781.1 -0.216861 -0.930303 -0.396582
781.2 -0.216082 -1.02054 -0.418292
781.3 -0.217779 -1.10964 -0.440047
781.4 -0.22174 -1.19645 -0.462082
781.5 -0.227706 -1.28088 -0.484607
781.6 -0.235411 -1.36316 -0.50781
781.7 -0.244592 -1.44357 -0.53185
781.8 -0.254998 -1.5224 -0.556863
781.9 -0.266392 -1.59988 -0.582961
782 -0.278549 -1.67622 -0.61023
782.1 -0.291258 -1.75157 -0.638737
782.2 -0.304319 -1.82604 -0.668527
782.3 -0.317546 -1.89972 -0.699627
782.4 -0.330762 -1.97264 -0.732044
782.5 -0.343801 -2.04483 -0.76577
782.6 -0.356509 -2.11628 -0.800779
782.7 -0.368739 -2.18694 -0.837031
782.8 -0.380356 -2.25675 -0.874472
782.9 -0.391233 -2.32565 -0.913035
783 -0.401254 -2.39353 -0.95264
783.1 -0.41031 -2.46028 -0.993195
783.2 -0.418302 -2.52578 -1.0346
783.3 -0.425139 -2.58989 -1.07674
783.4 -0.43074 -2.65248 -1.11951
783.5 -0.435032 -2.71339 -1.16277
783.6 -0.43795 -2.77247 -1.20638
783.7 -0.439438 -2.82955 -1.25022
783.8 -0.43945 -2.88448 -1.29412
783.9 -0.437946 -2.93709 -1.33796
784 -0.434896 -2.98722 -1.38156
784.1 -0.430277 -3.03471 -1.42478
784.2 -0.424077 -3.0794 -1.46746
784.3 -0.416288 -3.12115 -1.50944
784.4 -0.406914 -3.1598 -1.55056
784.5 -0.395965 -3.19523 -1.59066
784.6 -0.383459 -3.22728 -1.62959
784.7 -0.369422 -3.25585 -1.6672
784.8 -0.353887 -3.28083 -1.70333
784.9 -0.336896 -3.3021 -1.73783
785 -0.318496 -3.31958 -1.77056
785.1 -0.298742 -3.33319 -1.80139
785.2 -0.277695 -3.34287 -1.83018
785.3 -0.255423 -3.34856 -1.8568
785.4 -0.232001 -3.35022 -1.88115
785.5 -0.207508 -3.34784 -1.90309
785.6 -0.182028 -3.34139 -1.92254
785.7 -0.155654 -3.3309 -1.9394
785.8 -0.128478 -3.31637 -1.95359
785.9 -0.100602 -3.29784 -1.96503
786 -0.0721282 -3.27537 -1.97365
786.1 -0.0431635 -3.24903 -1.9794
786.2 -0.013818 -3.21888 -1.98224
786.3 0.0157956 -3.18504 -1.98213
786.4 0.0455623 -3.14762 -1.97905
786.5 0.0753656 -3.10674 -1.97301
786.6 0.105088 -3.06254 -1.96398
786.7 0.13461 -3.01518 -1.952
786.8 0.163813 -2.96483 -1.93709
786.9 0.192578 -2.91167 -1.91928
787 0.220787 -2.8559 -1.89862
787.1 0.248324 -2.79771 -1.87518
787.2 0.275073 -2.73734 -1.84903
787.3 0.300921 -2.67501 -1.82025
787.4 0.325757 -2.61095 -1.78894
787.5 0.349474 -2.54541 -1.75521
787.6 0.371969 -2.47865 -1.71916
787.7 0.393142 -2.41092 -1.68094
787.8 0.412897 -2.34249 -1.64067
787.9 0.431145 -2.27364 -1.59851
788 0.4478 -2.20463 -1.5546
788.1 0.462782 -2.13575 -1.50911
788.2 0.476019 -2.06727 -1.46221
788.3 0.487443 -1.99947 -1.41408
788.4 0.496995 -1.93263 -1.36491
788.5 0.504622 -1.86704 -1.31487
788.6 0.510276 -1.80295 -1.26418
788.7 0.513921 -1.74066 -1.21302
788.8 0.515525 -1.68041 -1.1616
788.9 0.515067 -1.62247 -1.11012
789 0.512531 -1.56709 -1.05879
789.1 0.507911 -1.51452 -1.00782
789.2 0.501209 -1.46499 -0.957416
789.3 0.492436 -1.41871 -0.907785
789.4 0.481611 -1.37592 -0.859135
789.5 0.468761 -1.3368 -0.811667
789.6 0.453921 -1.30154 -0.765583
789.7 0.437136 -1.27032 -0.721079
789.8 0.418457 -1.24329 -0.678347
789.9 0.397945 -1.2206 -0.637574
790 0.375667 -1.20237 -0.598938
790.1 0.351699 -1.18871 -0.562613
790.2 0.326124 -1.17971 -0.528763
790.3 0.299033 -1.17545 -0.497544
790.4 0.270521 -1.17598 -0.469103
790.5 0.240693 -1.18134 -0.443577
790.6 0.209658 -1.19155 -0.421091
790.7 0.177531 -1.2066 -0.40176
790.8 0.144433 -1.22646 -0.385687
790.9 0.110489 -1.25111 -0.372964
791 0.0758293 -1.28047 -0.363668
791.1 0.0405875 -1.31448 -0.357863
791.2 0.00490065 -1.35302 -0.355601
791.3 -0.0310911 -1.39598 -0.35692
791.4 -0.0672455 -1.44322 -0.361843
791.5 -0.103418 -1.49459 -0.370378
791.6 -0.139464 -1.54991 -0.382521
791.7 -0.175236 -1.609 -0.398251
791.8 -0.21059 -1.67163 -0.417534
791.9 -0.245378 -1.7376 -0.44032
792 -0.279457 -1.80666 -0.466546
792.1 -0.312684 -1.87856 -0.496133
792.2 -0.344919 -1.95302 -0.52899
792.3 -0.376023 -2.02979 -0.565011
792.4 -0.405863 -2.10855 -0.604075
792.5 -0.434308 -2.18901 -0.646051
792.6 -0.461233 -2.27087 -0.690791
792.7 -0.486517 -2.3538 -0.738139
792.8 -0.510046 -2.43747 -0.787925
792.9 -0.531711 -2.52157 -0.839968
793 -0.551409 -2.60574 -0.894076
793.1 -0.569046 -2.68966 -0.950048
793.2 -0.584534 -2.77298 -1.00767
793.3 -0.597794 -2.85537 -1.06674
793.4 -0.608755 -2.93648 -1.12701
793.5 -0.617354 -3.01598 -1.18825
793.6 -0.623538 -3.09354 -1.25024
793.7 -0.627263 -3.16883 -1.31272
793.8 -0.628493 -3.24152 -1.37544
793.9 -0.627204 -3.31131 -1.43817
794 -0.623382 -3.37789 -1.50063
794.1 -0.617021 -3.44096 -1.56259
794.2 -0.608126 -3.50025 -1.62378
794.3 -0.596713 -3.55548 -1.68396
794.4 -0.582809 -3.60641 -1.74288
794.5 -0.566448 -3.65279 -1.80028
794.6 -0.547678 -3.6944 -1.85592
794.7 -0.526553 -3.73103 -1.90957
794.8 -0.503142 -3.7625 -1.961
794.9 -0.477519 -3.78864 -2.00998
795 -0.44977 -3.80929 -2.05629
795.1 -0.41999 -3.82435 -2.09973
795.2 -0.388282 -3.83369 -2.14009
795.3 -0.354759 -3.83723 -2.17719
795.4 -0.31954 -3.83492 -2.21087
795.5 -0.282754 -3.82672 -2.24094
795.6 -0.244537 -3.81261 -2.26727
795.7 -0.20503 -3.79261 -2.28971
795.8 -0.164383 -3.76674 -2.30815
795.9 -0.12275 -3.73507 -2.32248
796 -0.0802901 -3.69767 -2.33261
796.1 -0.0371682 -3.65464 -2.33847
796.2 0.00644774 -3.60613 -2.33999
796.3 0.0503862 -3.55228 -2.33713
796.4 0.0944729 -3.49325 -2.32989
796.5 0.138532 -3.42926 -2.31823
796.6 0.182385 -3.36052 -2.30219
796.7 0.225855 -3.28726 -2.28179
796.8 0.268763 -3.20974 -2.25707
796.9 0.310933 -3.12825 -2.2281
797 0.352188 -3.04307 -2.19496
797.1 0.392356 -2.95453 -2.15776
797.2 0.431267 -2.86295 -2.11661
797.3 0.468753 -2.76867 -2.07164
797.4 0.504652 -2.67205 -2.02301
797.5 0.538808 -2.57347 -1.97088
797.6 0.571068 -2.4733 -1.91543
797.7 0.601288 -2.37194 -1.85686
797.8 0.629331 -2.26978 -1.79538
797.9 0.655065 -2.16722 -1.73122
798 0.67837 -2.06469 -1.66461
798.1 0.699131 -1.96258 -1.59579
798.2 0.717245 -1.86131 -1.52504
798.3 0.732617 -1.76131 -1.45261
798.4 0.745165 -1.66297 -1.37879
798.5 0.754815 -1.56672 -1.30387
798.6 0.761505 -1.47294 -1.22812
798.7 0.765184 -1.38205 -1.15186
798.8 0.765814 -1.29443 -1.07539
798.9 0.763368 -1.21045 -0.999007
799 0.75783 -1.13049 -0.923024
799.1 0.7492 -1.0549 -0.84775
799.2 0.737522 -0.982936 -0.77349
799.3 0.722993 -0.911149 -0.700538
799.4 0.7059 -0.838647 -0.62916
799.5 0.686564 -0.765357 -0.559597
799.6 0.665317 -0.691449 -0.492054
799.7 0.642484 -0.617144 -0.426708
799.8 0.618382 -0.542652 -0.363701
799.9 0.593313 -0.468153 -0.303144
800 0.567566 -0.393788 -0.245121
800.1 0.541416 -0.319658 -0.189685
800.2 0.515124 -0.245825 -0.136865
800.3 0.488936 -0.172309 -0.0866625
800.4 0.463085 -0.0990904 -0.039056
800.5 0.437791 -0.0261074 0.00599889
800.6 0.413261 0.0467416 0.0485679
800.7 0.389692 0.1196 0.0887371
800.8 0.367268 0.192651 0.126611
800.9 0.346164 0.266122 0.162314
801 0.326546 0.340284 0.195984
801.1 0.308571 0.415447 0.227779
801.2 0.292391 0.491973 0.25787
801.3 0.278151 0.570264 0.286444
801.4 0.265992 0.650775 0.313701
801.5 0.256052 0.73401 0.339857
801.6 0.248469 0.820526 0.36514
801.7 0.243378 0.910936 0.389793
801.8 0.240905 1.00554 0.414071
801.9 0.240972 1.09901 0.438229
802 0.243373 1.18991 0.462506
802.1 0.247846 1.27806 0.487122
802.2 0.254118 1.36368 0.512268
802.3 0.261919 1.44707 0.538111
802.4 0.27099 1.52853 0.564792
802.5 0.281089 1.60833 0.592425
802.6 0.291985 1.68667 0.621101
802.7 0.303462 1.76374 0.650891
802.8 0.315318 1.83966 0.681842
802.9 0.327361 1.91453 0.713983
803 0.339413 1.98841 0.747324
803.1 0.351307 2.06131 0.781858
803.2 0.362885 2.13326 0.817562
803.3 0.374003 2.20421 0.854397
803.4 0.384523 2.27412 0.89231
803.5 0.39432 2.34293 0.931236
803.6 0.403277 2.41055 0.971096
803.7 0.411285 2.47687 1.0118
803.8 0.418248 2.54179 1.05325
803.9 0.424076 2.60517 1.09534
804 0.428689 2.66689 1.13795
804.1 0.432015 2.72681 1.18096
804.2 0.433992 2.78477 1.22422
804.3 0.434567 2.84063 1.26762
804.4 0.433694 2.89423 1.31099
804.5 0.431336 2.94543 1.35421
804.6 0.427465 2.99406 1.39711
804.7 0.422061 3.03998 1.43955
804.8 0.415113 3.08303 1.48137
804.9 0.406617 3.12309 1.52242
805 0.396578 3.16 1.56254
805.1 0.385009 3.19365 1.60158
805.2 0.371929 3.2239 1.63939
805.3 0.357366 3.25064 1.67582
805.4 0.341356 3.27378 1.71072
805.5 0.323942 3.29322 1.74395
805.6 0.305172 3.30887 1.77537
805.7 0.285103 3.32067 1.80485
805.8 0.263798 3.32855 1.83226
805.9 0.241326 3.33249 1.85749
806 0.217761 3.33244 1.88041
806.1 0.193185 3.32839 1.90093
806.2 0.167682 3.32034 1.91895
806.3 0.141343 3.3083 1.93438
806.4 0.114264 3.2923 1.94714
806.5 0.0865444 3.27239 1.95717
806.6 0.0582863 3.24862 1.96439
806.7 0.0295964 3.22106 1.96878
806.8 0.000583944 3.18981 1.97027
806.9 -0.0286393 3.15496 1.96887
807 -0.0579599 3.11664 1.96453
807.1 -0.0872624 3.07497 1.95727
807.2 -0.116431 3.03011 1.94709
807.3 -0.145348 2.98221 1.934
807.4 -0.173898 2.93144 1.91805
807.5 -0.201963 2.878 1.89927
807.6 -0.229429 2.82207 1.87771
807.7 -0.256181 2.76387 1.85345
807.8 -0.282106 2.70361 1.82655
807.9 -0.307095 2.64153 1.79711
808 -0.33104 2.57785 1.76523
808.1 -0.353838 2.51283 1.73101
808.2 -0.375388 2.44672 1.69458
808.3 -0.395594 2.37978 1.65607
808.4 -0.414365 2.31227 1.6156
808.5 -0.431614 2.24446 1.57334
808.6 -0.44726 2.17662 1.52944
808.7 -0.461228 2.10903 1.48405
808.8 -0.473448 2.04196 1.43736
808.9 -0.483858 1.97568 1.38954
809 -0.492401 1.91048 1.34077
809.1 -0.499029 1.84661 1.29125
809.2 -0.5037 1.78436 1.24116
809.3 -0.506379 1.72397 1.19071
809.4 -0.507041 1.66572 1.14009
809.5 -0.505666 1.60986 1.0895
809.6 -0.502244 1.55662 1.03916
809.7 -0.496772 1.50624 0.989257
809.8 -0.489257 1.45896 0.940007
809.9 -0.479712 1.41498 0.891609
810 -0.46816 1.37451 0.844266
810.1 -0.454631 1.33774 0.798176
810.2 -0.439163 1.30484 0.753535
810.3 -0.421805 1.27599 0.710535
810.4 -0.40261 1.25133 0.669361
810.5 -0.381641 1.23099 0.630193
810.6 -0.358968 1.21509 0.593206
810.7 -0.33467 1.20372 0.558566
810.8 -0.30883 1.19698 0.52643
810.9 -0.281541 1.19492 0.496949
811 -0.252901 1.19759 0.470262
811.1 -0.223014 1.20503 0.446498
811.2 -0.191991 1.21722 0.425778
811.3 -0.159948 1.23417 0.408208
811.4 -0.127004 1.25585 0.393884
811.5 -0.0932861 1.2822 0.382891
811.6 -0.0589233 1.31316 0.375298
811.7 -0.0240487 1.34864 0.371164
811.8 0.0112014 1.38853 0.370533
811.9 0.0466882 1.43271 0.373435
812 0.0822707 1.48103 0.379887
812.1 0.117807 1.53334 0.389891
812.2 0.153152 1.58945 0.403436
812.3 0.188165 1.64917 0.420495
812.4 0.222699 1.71228 0.441029
812.5 0.256614 1.77857 0.46498
812.6 0.289767 1.84778 0.492282
812.7 0.322019 1.91967 0.522851
812.8 0.353234 1.99396 0.556589
812.9 0.383276 2.07038 0.593387
813 0.412016 2.14864 0.633121
813.1 0.439329 2.22844 0.675654
813.2 0.465091 2.30946 0.720838
813.3 0.489189 2.39139 0.768512
813.4 0.51151 2.47391 0.818504
813.5 0.531952 2.55669 0.870631
813.6 0.550417 2.6394 0.924701
813.7 0.566814 2.7217 0.980512
813.8 0.581062 2.80327 1.03785
813.9 0.593086 2.88377 1.09651
814 0.60282 2.96287 1.15625
814.1 0.610206 3.04023 1.21684
814.2 0.615195 3.11553 1.27805
814.3 0.61775 3.18846 1.33964
814.4 0.617839 3.25869 1.40135
814.5 0.615443 3.32593 1.46296
814.6 0.610552 3.38988 1.52419
814.7 0.603165 3.45026 1.58482
814.8 0.593292 3.50679 1.64458
814.9 0.580953 3.55922 1.70323
815 0.566178 3.60731 1.76052
815.1 0.549007 3.65082 1.81622
815.2 0.52949 3.68954 1.87009
815.3 0.507686 3.72329 1.92189
815.4 0.483666 3.75188 1.9714
815.5 0.457507 3.77516 2.01841
815.6 0.429299 3.79299 2.06269
815.7 0.399139 3.80526 2.10407
815.8 0.367131 3.81187 2.14233
815.9 0.33339 3.81275 2.17731
816 0.298039 3.80786 2.20884
816.1 0.261206 3.79716 2.23677
816.2 0.223028 3.78065 2.26094
816.3 0.183647 3.75836 2.28124
816.4 0.143213 3.73032 2.29756
816.5 0.101879 3.6966 2.30979
816.6 0.0598059 3.6573 2.31785
816.7 0.0171556 3.61252 2.32168
816.8 -0.0259043 3.56241 2.32124
816.9 -0.069204 3.50712 2.31647
817 -0.112571 3.44683 2.30738
817.1 -0.155832 3.38175 2.29396
817.2 -0.198811 3.3121 2.27623
817.3 -0.241334 3.23812 2.25423
817.4 -0.283225 3.16007 2.22802
817.5 -0.324312 3.07825 2.19766
817.6 -0.364421 2.99294 2.16325
817.7 -0.403385 2.90446 2.12488
817.8 -0.441037 2.81315 2.08269
817.9 -0.477216 2.71934 2.03681
818 -0.511763 2.6234 1.9874
818.1 -0.544527 2.5257 1.93463
818.2 -0.575362 2.4266 1.87868
818.3 -0.604128 2.32651 1.81976
818.4 -0.630693 2.22581 1.75807
818.5 -0.654933 2.12491 1.69385
818.6 -0.676732 2.02421 1.62732
818.7 -0.695981 1.92411 1.55875
818.8 -0.712584 1.82503 1.48839
818.9 -0.726453 1.72738 1.4165
819 -0.737509 1.63154 1.34337
819.1 -0.745687 1.53794 1.26928
819.2 -0.750929 1.44695 1.19453
819.3 -0.753192 1.35897 1.11939
819.4 -0.752442 1.27437 1.04419
819.5 -0.748659 1.19353 0.969208
819.6 -0.741834 1.1168 0.894759
819.7 -0.731969 1.04451 0.821145
819.8 -0.719132 0.975458 0.748665
819.9 -0.703528 0.906676 0.677603
820 -0.68544 0.837445 0.608219
820.1 -0.665182 0.767756 0.540746
820.2 -0.643073 0.697803 0.475383
820.3 -0.619427 0.627825 0.412301
820.4 -0.594546 0.558049 0.351637
820.5 -0.568717 0.488671 0.293501
820.6 -0.542216 0.419857 0.237975
820.7 -0.515301 0.351731 0.185112
820.8 -0.488216 0.284385 0.134944
820.9 -0.461193 0.217874 0.0874749
821 -0.434447 0.152216 0.0426888
821.1 -0.408179 0.0873937 0.000548111
821.2 -0.38258 0.023356 -0.0390041
821.3 -0.357825 -0.0399842 -0.0760431
821.4 -0.334079 -0.102748 -0.110661
821.5 -0.311495 -0.165093 -0.142967
821.6 -0.290218 -0.22721 -0.173084
821.7 -0.27038 -0.289326 -0.201148
821.8 -0.252108 -0.351703 -0.22731
821.9 -0.23552 -0.41464 -0.251732
822 -0.220729 -0.478475 -0.274588
822.1 -0.207841 -0.543581 -0.296062
822.2 -0.196961 -0.610375 -0.316351
822.3 -0.188189 -0.679313 -0.33566
822.4 -0.181626 -0.750897 -0.354205
822.5 -0.177372 -0.825675 -0.372211
822.6 -0.175528 -0.904243 -0.389915
822.7 -0.176201 -0.987251 -0.407564
822.8 -0.179339 -1.07065 -0.425402
822.9 -0.184765 -1.15257 -0.443666
823 -0.192242 -1.23267 -0.46257
823.1 -0.201513 -1.31108 -0.482306
823.2 -0.212321 -1.38805 -0.503039
823.3 -0.224419 -1.46387 -0.524911
823.4 -0.237571 -1.53874 -0.54804
823.5 -0.251553 -1.61288 -0.57252
823.6 -0.266152 -1.68642 -0.598424
823.7 -0.281169 -1.75948 -0.625803
823.8 -0.296413 -1.83213 -0.65469
823.9 -0.311706 -1.90441 -0.685099
824 -0.326877 -1.97633 -0.717028
824.1 -0.341767 -2.04787 -0.750455
824.2 -0.356225 -2.11899 -0.785346
824.3 -0.370111 -2.18963 -0.82165
824.4 -0.383291 -2.25969 -0.859304
824.5 -0.395642 -2.32907 -0.898232
824.6 -0.407049 -2.39766 -0.938344
824.7 -0.417404 -2.46531 -0.979542
824.8 -0.426611 -2.53188 -1.02172
824.9 -0.434579 -2.59723 -1.06474
825 -0.441228 -2.66118 -1.1085
825.1 -0.446485 -2.72356 -1.15286
825.2 -0.450285 -2.7842 -1.19766
825.3 -0.452573 -2.84293 -1.24276
825.4 -0.453302 -2.89957 -1.28802
825.5 -0.452432 -2.95393 -1.33327
825.6 -0.449933 -3.00584 -1.37834
825.7 -0.445783 -3.05512 -1.42309
825.8 -0.439969 -3.10161 -1.46734
825.9 -0.432483 -3.14514 -1.51092
